Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
82	8144.03	131.007	8273.89	7910.81	8640.23	104.481	8743.56	8509.44	1000.0	1000.0	414999	583.263	133.022	722.065	-101.009	583.264	133.022	722.795	-89.7508	583.118	132.279	723.1	-82.3083	4.9718	3.88963	46.8236	-16.0966	-584.056	10.3296	9.95016	9.37575	14672.332884311676
83	8146.25	67.4521	8249.14	8038.14	8265.65	149.811	8425.99	8060.73	1000.0	1000.0	419999	585.935	133.528	724.271	-108.0	585.935	133.529	724.632	-104.672	585.797	132.774	725.832	-94.7607	5.00955	3.89635	43.6697	-17.2534	-586.734	10.3165	10.0761	9.16236	14847.911880016327
84	7810.7	353.767	8135.57	7188.2	8915.7	187.982	9185.16	8721.48	1000.0	1000.0	424999	588.658	133.506	726.934	-89.8642	588.658	133.507	727.836	-91.6677	588.499	132.763	729.852	-93.5204	5.00221	3.90105	43.1281	-13.7751	-589.43	10.3178	10.0021	9.28681	15023.46425819397
85	8329.29	128.347	8469.31	8144.89	8920.62	100.741	9045.88	8772.42	1000.0	1000.0	429999	591.172	133.553	729.03	-110.361	591.172	133.554	730.301	-102.225	591.016	132.794	733.172	-95.7344	5.0362	3.90388	40.4645	-16.4312	-591.959	10.5643	10.2199	9.40686	15198.452611207962
86	8227.51	203.802	8615.74	8058.52	8977.7	118.777	9197.47	8856.45	1000.0	1000.0	434999	593.914	133.163	732.237	-88.2886	593.915	133.164	733.593	-109.038	593.755	132.413	731.732	-73.8437	5.03357	3.90435	46.3771	-14.3633	-594.693	10.5011	10.2131	9.43728	15374.046905517578
87	8509.0	112.501	8667.81	8396.22	8885.2	139.72	9061.39	8711.5	1000.0	1000.0	439999	596.789	133.11	736.202	-100.005	596.789	133.111	737.038	-100.59	596.633	132.354	736.712	-75.0572	5.04382	3.91131	43.0859	-12.3624	-597.56	10.6051	10.226	9.3037	15549.976938962936
88	8550.17	101.674	8687.33	8392.32	8817.42	97.1893	8939.18	8697.74	1000.0	1000.0	444999	599.683	132.789	738.146	-78.4089	599.682	132.791	739.592	-91.8835	599.535	132.033	739.713	-88.2113	5.06767	3.92551	40.9235	-15.9207	-600.48	10.8574	10.5166	9.60362	15725.357387065887
89	8351.44	179.736	8541.33	8035.65	8794.22	56.0781	8896.93	8732.38	1000.0	1000.0	449999	602.005	133.461	738.902	-109.464	602.005	133.462	740.469	-100.114	601.861	132.698	740.283	-90.8142	5.10492	3.94017	42.2223	-14.064	-602.803	11.0385	10.6854	9.67001	15900.906436443329
90	8259.85	228.559	8579.15	8008.67	9242.56	97.0033	9408.46	9125.22	1000.0	1000.0	454999	604.669	133.454	741.377	-96.8939	604.669	133.455	744.443	-94.9131	604.504	132.703	740.968	-81.6183	5.06816	3.92213	43.7553	-17.2742	-605.443	10.8538	10.5806	9.51997	16076.350094795227
91	8550.75	71.0751	8635.99	8460.27	8848.61	62.8514	8960.46	8781.8	1000.0	1000.0	459999	607.287	133.581	744.796	-92.4322	607.287	133.582	744.416	-92.5116	607.131	132.826	747.258	-85.8374	5.11872	3.9277	43.6266	-14.0965	-608.075	10.967	10.6223	9.68748	16252.328160047531
92	8312.75	336.581	8577.16	7657.55	9170.62	95.7886	9272.52	9018.85	1000.0	1000.0	464999	610.152	133.338	747.81	-92.3036	610.152	133.34	749.154	-109.489	609.988	132.579	748.475	-101.613	5.14553	3.91602	44.4513	-15.2254	-610.925	11.0227	10.633	9.55546	16427.954901218414
93	8333.43	72.9582	8419.8	8232.97	8927.98	120.14	9113.75	8752.58	1000.0	1000.0	469999	612.581	133.789	750.115	-83.9492	612.581	133.79	752.855	-105.984	612.431	133.028	750.676	-91.2136	5.16088	3.92614	42.4443	-14.9186	-613.364	11.0025	10.6735	9.62654	16603.87769675255
94	8342.33	329.72	8755.68	7767.39	8938.46	123.929	9111.04	8753.38	1000.0	1000.0	474999	615.246	133.621	752.873	-101.123	615.246	133.623	753.323	-100.731	615.081	132.856	752.876	-101.369	5.18028	3.94505	43.3248	-14.3867	-616.026	11.1989	10.8742	9.65451	16779.0937166214
95	8708.81	88.7098	8800.0	8562.85	9120.54	99.7166	9202.64	8941.4	1000.0	1000.0	479999	617.547	133.501	757.446	-99.855	617.547	133.502	757.042	-105.287	617.374	132.741	754.328	-97.3638	5.21001	3.95281	56.1084	-12.1959	-618.319	11.41	11.0717	9.75936	16954.434178113937
96	8734.39	79.5123	8814.79	8606.83	8792.13	85.9259	8920.64	8688.47	1000.0	1000.0	484999	620.103	133.547	760.176	-105.95	620.103	133.548	759.379	-104.066	619.941	132.771	758.049	-88.7064	5.22254	3.96458	52.9659	-13.1801	-620.883	11.2701	10.8844	9.67878	17129.845210313797
97	8503.15	132.211	8677.81	8350.01	9199.11	59.9837	9277.09	9109.28	1000.0	1000.0	489999	622.568	133.627	761.124	-94.9174	622.568	133.628	762.028	-107.081	622.405	132.857	761.359	-114.617	5.27558	3.96335	48.4257	-13.1185	-623.344	11.4566	11.1043	9.84296	17305.27894639969
98	8683.83	59.3061	8777.99	8607.27	8703.83	77.9965	8831.01	8611.42	1000.0	1000.0	494999	624.883	133.678	770.306	-101.94	624.884	133.679	768.378	-114.396	624.716	132.902	775.35	-103.453	5.27681	3.96134	40.9619	-14.7629	-625.655	11.6463	11.2606	9.90967	17481.436020374298
99	8497.61	196.191	8866.02	8324.76	9296.6	114.289	9455.98	9158.27	1000.0	1000.0	499999	627.46	133.675	774.032	-97.0722	627.46	133.676	774.769	-103.427	627.292	132.899	772.89	-93.2833	5.26603	3.97195	57.7845	-13.8385	-628.238	11.5012	11.1436	10.0288	17656.78788113594
100	8892.11	143.386	9063.96	8657.77	9274.14	132.292	9496.12	9091.15	1000.0	1000.0	504999	629.825	134.194	778.505	-100.35	629.825	134.195	777.31	-109.786	629.653	133.428	776.061	-109.231	5.30216	3.96486	52.5804	-13.1743	-630.59	11.5396	11.1776	9.87516	17833.376210689545
101	8657.05	259.186	8922.48	8254.51	9457.28	26.7436	9479.25	9404.83	1000.0	1000.0	509999	632.228	134.393	779.754	-98.6372	632.228	134.394	779.84	-117.79	632.069	133.608	778.195	-109.747	5.32494	3.96498	52.6858	-14.4365	-633.013	11.6747	11.2105	9.97727	18008.906029462814
102	8876.65	169.085	9105.65	8621.9	9183.31	169.181	9382.85	8937.98	1000.0	1000.0	514999	634.805	133.973	781.659	-142.997	634.805	133.975	783.233	-96.1523	634.628	133.186	780.652	-107.47	5.29259	3.95726	45.9623	-12.5788	-635.564	11.545	11.202	9.84933	18184.473141908646
103	8755.19	152.635	9023.44	8579.29	9278.04	54.8975	9333.65	9183.81	1000.0	1000.0	519999	637.183	133.792	784.109	-122.866	637.183	133.793	784.284	-143.357	636.998	133.007	782.844	-86.6102	5.34305	3.98371	39.6641	-13.5236	-637.941	11.6617	11.2514	9.98678	18359.580446720123
104	8909.11	213.466	9214.17	8656.69	9252.0	76.1555	9399.08	9185.53	1000.0	1000.0	524999	639.49	134.11	793.322	-96.1229	639.49	134.111	792.024	-123.177	639.32	133.325	793.119	-91.4766	5.37183	3.96956	44.4549	-14.0039	-640.265	11.7756	11.4205	10.0395	18535.147285938263
105	8832.34	178.652	9070.97	8548.35	9386.2	102.456	9532.77	9224.78	1000.0	1000.0	529999	641.915	134.291	794.49	-93.5532	641.916	134.292	795.137	-103.701	641.732	133.508	796.196	-96.5373	5.40259	3.99265	39.6025	-16.6721	-642.679	12.0321	11.7164	10.3152	18710.572973251343
106	8951.1	107.592	9028.51	8737.98	9190.82	108.838	9277.7	8979.45	1000.0	1000.0	534999	644.096	134.814	798.931	-116.039	644.096	134.816	798.498	-101.879	643.914	134.035	796.178	-98.8345	5.41276	3.98733	47.5858	-15.587	-644.859	12.018	11.6722	10.1569	18885.80997800827
107	8887.03	123.025	9109.26	8734.33	9278.06	142.974	9470.67	9029.62	1000.0	1000.0	539999	646.195	134.535	800.708	-93.0319	646.196	134.536	799.578	-117.709	645.999	133.741	798.22	-94.473	5.42984	3.98115	42.9447	-21.4668	-646.954	12.4154	12.0132	10.3648	19061.105926275253
108	9001.45	234.582	9378.93	8751.0	9354.52	74.7712	9471.24	9269.87	1000.0	1000.0	544999	648.478	134.592	801.964	-102.387	648.479	134.593	800.654	-99.179	648.278	133.801	799.292	-91.4392	5.43278	4.0085	48.3688	-12.413	-649.226	11.9578	11.7525	10.1374	19236.695909023285
109	8813.61	98.6393	8931.07	8672.93	9556.99	128.14	9662.68	9305.8	1000.0	1000.0	549999	650.667	134.201	805.644	-84.9064	650.667	134.203	804.983	-91.3815	650.46	133.413	802.796	-93.6827	5.41848	4.00155	47.9846	-12.4979	-651.411	12.0209	11.757	10.1628	19412.753571033478
110	8961.88	72.226	9097.04	8901.23	9435.61	60.6995	9549.8	9373.66	1000.0	1000.0	554999	652.713	134.616	808.909	-117.726	652.713	134.618	807.036	-144.558	652.523	133.823	803.739	-86.4879	5.47146	3.99711	41.114	-14.6303	-653.471	12.0739	11.7281	10.2081	19587.89478945732
111	8972.02	192.609	9232.35	8719.64	9505.97	118.508	9715.94	9408.04	1000.0	1000.0	559999	655.032	134.529	806.972	-96.6552	655.032	134.53	806.128	-120.919	654.844	133.732	809.46	-102.375	5.51407	4.01393	42.4465	-13.741	-655.788	12.049	11.7757	10.0339	19763.20366859436
112	9030.06	166.033	9184.35	8718.14	9654.83	67.6289	9750.08	9576.75	1000.0	1000.0	564999	657.728	134.536	813.443	-98.9726	657.728	134.537	810.939	-106.193	657.537	133.737	809.417	-66.9695	5.48713	4.02761	47.911	-13.5177	-658.48	11.9806	11.6754	10.0202	19938.19375038147
113	9106.23	128.387	9283.03	8905.97	9225.46	237.292	9437.02	8786.14	1000.0	1000.0	569999	659.761	135.079	812.975	-71.1493	659.761	135.081	811.286	-81.3227	659.555	134.286	815.17	-98.8852	5.52869	4.01568	53.9131	-12.1771	-660.506	12.1595	11.8629	10.1611	20113.793293476105
114	8928.85	250.393	9295.87	8592.83	9727.07	91.8341	9903.87	9641.65	1000.0	1000.0	574999	661.829	134.956	818.071	-87.3102	661.829	134.956	818.127	-91.747	661.633	134.155	816.953	-83.4256	5.55909	4.02767	50.596	-14.3713	-662.578	12.3203	12.1287	10.3193	20289.41200518608
115	8965.43	214.16	9238.1	8683.19	8983.14	224.05	9186.01	8581.09	1000.0	1000.0	579999	663.817	135.176	824.131	-91.4193	663.817	135.177	822.72	-102.133	663.618	134.37	822.526	-87.1368	5.58869	4.02282	47.9385	-14.4747	-664.563	12.2984	12.009	10.1837	20464.48151922226
116	9091.17	122.052	9202.04	8860.93	9134.24	167.572	9365.96	8934.85	1000.0	1000.0	584999	665.929	134.939	824.426	-90.9297	665.93	134.94	824.569	-87.8898	665.724	134.134	823.213	-104.093	5.58477	4.02315	50.5779	-15.0482	-666.671	12.4324	12.2268	10.4276	20639.883006095886
117	9066.73	95.3247	9158.41	8935.21	9518.9	66.5366	9614.84	9442.93	1000.0	1000.0	589999	668.076	135.3	829.58	-107.432	668.076	135.301	827.54	-124.607	667.879	134.494	827.654	-98.2932	5.61313	4.03847	52.4838	-17.7472	-668.817	12.4578	12.1975	10.3974	20815.62994337082
118	9178.65	218.263	9557.64	8962.78	9651.06	141.306	9820.07	9489.47	1000.0	1000.0	594999	670.091	135.481	829.996	-105.074	670.091	135.482	831.963	-84.0329	669.883	134.668	827.287	-107.186	5.59426	4.01075	56.0576	-13.7741	-670.832	12.4818	12.2208	10.3364	20990.91636443138
119	8984.7	160.904	9235.4	8794.8	9364.09	92.5023	9504.36	9229.13	1000.0	1000.0	599999	672.19	135.331	833.623	-100.235	672.19	135.332	831.817	-116.69	671.971	134.523	830.474	-88.8762	5.62524	4.02274	57.2319	-14.2134	-672.919	12.6801	12.4246	10.546	21166.842067480087
120	8896.52	261.561	9264.62	8444.98	9423.96	155.688	9650.02	9197.32	1000.0	1000.0	604999	673.99	135.075	834.141	-75.1104	673.99	135.076	832.918	-113.463	673.763	134.258	831.843	-59.3471	5.61595	4.02268	50.2209	-13.4339	-674.713	12.9072	12.6176	10.6523	21342.974652528763
121	9045.85	152.152	9210.81	8849.04	9613.78	65.7293	9702.91	9514.86	1000.0	1000.0	609999	675.416	135.164	833.825	-79.5457	675.416	135.165	832.915	-76.673	675.185	134.351	831.99	-102.752	5.6243	4.02326	62.6488	-15.5219	-676.137	13.2654	12.9832	10.9534	21518.33738732338
122	9193.83	130.397	9324.17	8962.99	9536.49	143.549	9692.06	9275.24	1000.0	1000.0	614999	677.217	134.863	834.573	-65.1587	677.218	134.864	835.916	-78.8339	676.987	134.059	832.749	-99.357	5.63373	4.02262	59.2802	-14.0767	-677.944	12.9887	12.689	10.6325	21693.687960386276
123	9346.91	227.575	9732.56	9073.59	9481.79	127.744	9658.03	9316.99	1000.0	1000.0	619999	678.677	134.975	836.809	-69.0638	678.678	134.975	837.374	-80.2695	678.44	134.168	835.333	-76.8775	5.67188	4.03789	55.4939	-12.4995	-679.391	13.0042	12.7362	10.5283	21869.035450935364
124	9108.11	180.594	9388.45	8853.47	9347.19	70.4605	9425.67	9232.41	1000.0	1000.0	624999	680.688	134.824	838.594	-86.919	680.688	134.825	838.716	-111.946	680.446	134.006	836.138	-106.519	5.68696	4.04617	46.0092	-14.8655	-681.407	13.1591	12.8616	10.6885	22044.573259830475
125	9159.0	233.902	9442.59	8837.18	9636.28	210.528	10009.1	9381.34	1000.0	1000.0	629999	682.214	134.917	839.998	-92.3621	682.215	134.918	839.348	-90.1082	681.973	134.101	837.801	-58.5422	5.6746	4.03385	61.7212	-13.1655	-682.925	13.0632	12.8682	10.7605	22220.706779241562
126	9111.13	135.126	9361.28	8983.39	9469.79	171.005	9798.28	9312.7	1000.0	1000.0	634999	683.884	135.351	841.59	-90.913	683.884	135.351	841.333	-98.7948	683.634	134.541	838.014	-59.8531	5.67948	4.03799	62.7824	-13.8829	-684.584	13.0433	12.817	10.7088	22396.044847488403
127	9075.43	317.55	9366.61	8474.01	9750.11	82.5005	9838.78	9594.38	1000.0	1000.0	639999	685.309	135.223	842.528	-96.5458	685.309	135.224	841.461	-85.9435	685.048	134.397	839.157	-71.3306	5.70619	4.02073	47.4556	-13.5725	-686.002	13.3794	13.0669	10.9285	22572.32495379448
128	9261.84	191.333	9567.16	8983.69	9673.42	116.098	9857.46	9491.78	1000.0	1000.0	644999	686.888	134.951	842.601	-83.7645	686.888	134.951	842.184	-93.137	686.629	134.122	841.122	-84.3059	5.69747	4.02509	45.2949	-13.8058	-687.576	13.1078	12.952	10.742	22747.467589855194
129	8978.99	387.421	9285.17	8235.02	9550.55	134.582	9753.59	9370.54	1000.0	1000.0	649999	688.438	134.87	845.841	-97.1027	688.438	134.87	844.193	-93.7275	688.17	134.046	840.942	-98.8411	5.69736	4.03492	44.216	-13.8843	-689.127	13.4453	13.1852	10.8367	22922.422890901566
130	9327.13	316.838	9687.65	8738.8	9587.46	226.866	9802.91	9181.52	1000.0	1000.0	654999	689.841	134.979	847.64	-137.189	689.841	134.98	845.005	-97.0119	689.576	134.157	843.597	-100.998	5.68552	4.0199	51.7139	-17.9329	-690.528	13.5185	13.3389	11.0565	23097.65409708023
131	9327.34	149.341	9447.35	9044.85	9519.93	73.0897	9619.1	9421.56	1000.0	1000.0	659999	691.29	134.964	846.781	-108.944	691.291	134.964	846.098	-101.7	691.022	134.133	846.426	-85.4284	5.75949	4.06229	51.01	-16.5669	-691.978	13.8702	13.7264	11.3631	23273.61942601204
132	9094.52	559.527	9447.17	7982.33	9450.44	101.647	9598.62	9303.58	1000.0	1000.0	664999	693.073	134.516	847.27	-85.6732	693.073	134.517	846.839	-119.507	692.809	133.696	844.912	-105.432	5.72046	4.02464	62.9431	-13.724	-693.759	13.3553	13.1562	10.9857	23449.717245578766
133	9406.82	179.819	9590.89	9163.17	9903.02	92.7035	10004.8	9751.95	1000.0	1000.0	669999	694.652	134.548	849.613	-103.142	694.652	134.548	847.689	-90.1496	694.379	133.721	848.132	-102.069	5.75137	4.02853	62.2688	-12.914	-695.338	13.8368	13.6874	11.1545	23625.287668466568
134	9242.97	142.197	9455.43	9052.58	9469.79	88.7225	9571.44	9326.9	1000.0	1000.0	674999	695.844	135.27	850.195	-114.0	695.844	135.271	850.052	-117.12	695.565	134.448	848.094	-69.7388	5.7763	4.04948	53.9363	-13.2717	-696.522	13.9167	13.7419	11.1795	23800.601645708084
135	9270.2	160.6	9415.51	9029.61	9855.67	52.513	9946.15	9796.73	1000.0	1000.0	679999	697.231	135.525	848.95	-157.351	697.231	135.526	849.849	-126.221	696.944	134.703	849.442	-126.271	5.79786	4.0429	54.9361	-13.957	-697.899	13.9531	13.8208	11.0835	23976.625341653824
136	9227.89	185.207	9468.13	8974.47	9650.0	155.902	9929.28	9485.64	1000.0	1000.0	684999	699.115	134.581	852.291	-93.0528	699.115	134.582	852.251	-115.141	698.818	133.75	849.421	-118.305	5.78903	4.0317	58.6763	-16.4286	-699.777	13.9882	13.8091	11.2725	24152.49612760544
137	9494.92	120.023	9627.44	9277.16	9816.56	87.7232	9957.39	9714.95	1000.0	1000.0	689999	700.404	134.907	852.731	-70.9678	700.404	134.908	854.176	-76.2889	700.11	134.077	850.228	-69.6588	5.80518	4.05854	58.82	-14.5381	-701.055	13.6156	13.4277	10.8851	24327.926866292953
138	9323.06	223.789	9558.79	8964.07	9863.15	91.0251	9987.77	9731.03	1000.0	1000.0	694999	701.807	134.437	852.068	-97.6165	701.808	134.438	852.707	-97.0592	701.51	133.608	853.267	-88.963	5.82401	4.05394	52.5115	-15.8437	-702.457	13.6899	13.5143	11.0381	24503.44336414337
139	9538.47	168.278	9745.85	9273.2	9736.51	99.2087	9857.2	9581.19	1000.0	1000.0	699999	703.718	134.454	857.503	-103.205	703.719	134.454	857.482	-90.6777	703.43	133.619	857.649	-70.2793	5.85199	4.06857	61.9792	-13.5741	-704.379	13.75	13.6119	11.0802	24679.019595384598
140	9477.32	112.696	9655.88	9367.66	9899.04	60.9479	9956.87	9792.67	1000.0	1000.0	704999	704.99	135.213	860.337	-90.9234	704.99	135.214	857.281	-110.152	704.696	134.373	859.831	-87.0119	5.82198	4.05282	53.6116	-15.7435	-705.641	13.6871	13.5248	10.9894	24855.364413022995
141	8483.41	2007.91	9630.87	4470.66	9979.15	79.5624	10050.0	9833.82	1000.0	1000.0	709999	706.091	135.4	862.557	-75.6862	706.091	135.401	857.368	-76.9561	705.782	134.571	858.395	-96.1789	5.82609	4.06679	50.6706	-13.2248	-706.729	13.9075	13.8381	11.2266	25031.1121199131
142	9540.92	53.4067	9608.99	9467.18	9652.04	127.787	9881.45	9504.17	1000.0	1000.0	714999	707.141	135.965	861.269	-115.106	707.141	135.965	857.004	-143.338	706.83	135.133	858.948	-105.06	5.82101	4.05541	46.1802	-13.1531	-707.79	14.1803	14.2003	11.358	25207.30460524559
143	9441.21	45.4466	9502.97	9362.66	10036.0	210.427	10267.5	9699.68	1000.0	1000.0	719999	708.499	135.736	864.041	-92.2825	708.499	135.736	861.097	-101.508	708.189	134.896	859.618	-81.7297	5.84628	4.06613	53.7173	-13.7413	-709.148	14.5908	14.4792	11.5268	25383.648597955704
144	9460.72	207.974	9726.51	9211.61	9850.2	54.6676	9955.28	9797.85	1000.0	1000.0	724999	709.745	135.741	861.974	-91.2833	709.745	135.741	861.027	-115.992	709.43	134.901	859.966	-96.2047	5.84015	4.0491	48.144	-13.3346	-710.391	14.1997	14.2169	11.4837	25560.009244680405
145	9625.04	216.259	9998.18	9390.63	10050.4	132.482	10178.9	9820.74	1000.0	1000.0	729999	710.987	135.793	871.341	-112.092	710.987	135.794	872.303	-114.603	710.67	134.948	867.298	-95.0034	5.88734	4.06934	51.1699	-12.9617	-711.625	14.2379	14.1243	11.3969	25735.687106132507
146	9359.42	251.125	9568.35	8893.17	10115.0	216.672	10313.3	9735.49	1000.0	1000.0	734999	712.267	136.187	870.89	-79.3459	712.267	136.187	871.846	-171.475	711.948	135.346	872.107	-106.145	5.86298	4.08006	59.8278	-14.7678	-712.901	14.114	14.2231	11.3266	25911.27884054184
147	9529.72	129.213	9672.74	9287.23	9829.66	79.7344	9977.45	9748.38	1000.0	1000.0	739999	713.908	135.515	870.221	-121.783	713.908	135.516	872.838	-135.213	713.586	134.674	869.332	-98.9519	5.89963	4.08589	60.2797	-14.8934	-714.552	14.3046	14.2207	11.3795	26086.810255289078
148	9428.32	384.851	9885.99	8727.52	9359.51	117.185	9487.47	9197.97	1000.0	1000.0	744999	715.201	136.06	873.221	-138.65	715.201	136.06	874.802	-133.034	714.854	135.223	869.723	-115.088	5.88023	4.10967	59.3327	-13.5404	-715.826	14.4764	14.4081	11.4449	26263.167164564133
149	9493.65	240.518	9830.5	9207.75	9715.24	94.0188	9845.86	9579.58	1000.0	1000.0	749999	716.413	135.845	874.756	-114.685	716.413	135.845	875.415	-136.734	716.075	134.99	871.823	-131.641	5.90307	4.09751	62.0393	-14.1662	-717.045	14.8036	14.741	11.7675	26439.046674251556
150	9498.14	65.5877	9574.8	9403.78	9958.92	37.1213	10016.9	9907.78	1000.0	1000.0	754999	717.459	135.937	874.084	-140.389	717.459	135.937	875.713	-138.208	717.111	135.088	871.785	-112.761	5.87917	4.07133	48.0872	-12.8004	-718.073	14.2209	14.1999	11.4117	26615.029814481735
151	9498.13	248.759	9897.47	9120.75	9835.28	38.6705	9911.6	9807.0	1000.0	1000.0	759999	718.47	135.925	875.405	-104.07	718.47	135.925	876.65	-117.873	718.126	135.087	872.453	-109.54	5.93945	4.07422	48.7685	-18.8985	-719.086	14.1965	14.1258	11.3866	26791.548763036728
152	9636.28	47.6621	9704.36	9564.12	9754.94	103.479	9887.61	9605.65	1000.0	1000.0	764999	720.075	135.334	875.394	-106.342	720.076	135.334	876.408	-113.557	719.714	134.504	874.554	-98.1525	5.9337	4.07661	49.2368	-13.3383	-720.665	14.2591	14.24	11.328	26967.299338817596
153	9375.22	351.122	9776.9	8835.17	9977.56	106.266	10161.0	9865.59	1000.0	1000.0	769999	720.617	135.992	876.937	-114.018	720.617	135.992	876.865	-128.34	720.252	135.151	876.862	-119.018	5.91911	4.09707	55.8789	-13.4578	-721.208	14.0957	14.0614	11.0856	27143.721588373184
154	9391.01	316.971	9784.79	8839.85	9523.85	118.405	9696.78	9351.16	1000.0	1000.0	774999	721.798	136.071	877.185	-63.9512	721.798	136.071	879.359	-67.1597	721.44	135.228	875.028	-80.3369	5.93717	4.09012	54.7723	-13.9832	-722.391	14.3516	14.3669	11.2137	27319.368300676346
155	9630.27	214.584	9808.09	9215.19	9906.38	144.005	10065.5	9674.2	1000.0	1000.0	779999	723.277	135.493	879.486	-156.213	723.277	135.492	879.998	-146.705	722.92	134.645	877.728	-131.04	5.92696	4.07282	51.9044	-13.6835	-723.876	14.1606	14.1673	11.3208	27495.566284894943
156	9720.1	102.546	9864.88	9620.8	9976.92	128.369	10156.0	9775.02	1000.0	1000.0	784999	724.51	135.484	881.383	-130.004	724.511	135.484	880.558	-123.107	724.145	134.637	879.077	-137.83	5.95508	4.08662	49.6954	-13.9374	-725.099	14.324	14.287	11.2949	27672.228011608124
157	9532.9	58.9881	9592.18	9420.68	9746.82	125.308	9935.4	9583.66	1000.0	1000.0	789999	725.683	135.678	879.914	-108.236	725.683	135.678	883.68	-124.593	725.326	134.83	878.203	-107.654	5.9775	4.09846	50.2506	-13.9282	-726.271	13.9124	13.8196	11.0174	27847.78995490074
158	9541.61	330.8	10180.1	9273.86	10018.9	66.5516	10115.6	9936.55	1000.0	1000.0	794999	727.04	135.612	881.079	-124.413	727.04	135.612	881.154	-126.151	726.672	134.765	881.359	-126.559	5.98276	4.08482	48.1682	-14.7274	-727.618	13.9676	13.8916	11.0528	28023.74310207367
159	9525.87	127.352	9725.0	9377.04	9972.28	69.4924	10036.7	9847.4	1000.0	1000.0	799999	727.884	136.097	885.536	-152.789	727.884	136.096	886.49	-115.202	727.522	135.249	884.915	-136.78	5.97138	4.09124	51.1157	-14.2131	-728.466	14.1444	14.0504	10.8644	28199.575018405914
160	9685.78	127.238	9908.24	9513.51	10148.5	215.689	10365.2	9778.33	1000.0	1000.0	804999	729.234	135.775	890.465	-118.037	729.234	135.775	888.312	-131.385	728.865	134.937	886.429	-145.071	5.99497	4.11273	52.3195	-13.0176	-729.81	14.1948	14.1363	11.3097	28375.71141552925
161	9512.88	167.58	9670.74	9205.12	10053.7	89.5081	10199.0	9953.92	1000.0	1000.0	809999	730.818	135.296	892.295	-138.724	730.817	135.297	890.114	-152.777	730.437	134.456	888.784	-117.789	5.97539	4.10271	55.2894	-13.3318	-731.374	13.9479	13.7955	10.9856	28551.670056819916
162	9741.5	121.142	9937.72	9562.94	9917.65	108.864	10067.8	9728.6	1000.0	1000.0	814999	731.696	136.16	892.068	-151.822	731.696	136.16	888.536	-128.726	731.318	135.311	887.21	-125.576	5.9894	4.10985	54.6902	-13.2978	-732.27	14.2792	14.296	11.2979	28727.396154880524
163	9625.74	229.391	9905.23	9322.25	9946.95	119.041	10146.4	9812.86	1000.0	1000.0	819999	732.899	135.773	892.585	-145.37	732.899	135.773	889.886	-134.467	732.51	134.922	888.671	-117.293	5.96871	4.08975	53.072	-13.8387	-733.452	14.1386	14.1232	10.9713	28903.012452602386
164	9578.2	95.4205	9692.65	9460.02	10243.2	148.4	10414.0	9987.47	1000.0	1000.0	824999	733.764	135.508	893.368	-153.209	733.764	135.509	890.125	-138.962	733.375	134.66	890.946	-92.0606	5.97881	4.10592	47.2212	-13.3786	-734.316	14.3797	14.2276	11.2594	29079.062084197998
165	9437.18	142.398	9655.7	9294.74	10272.1	199.611	10550.1	10018.0	1000.0	1000.0	829999	735.059	135.144	894.955	-142.026	735.059	135.144	892.809	-147.64	734.669	134.299	893.114	-106.904	5.98352	4.08838	47.845	-12.9547	-735.613	14.1511	14.1653	10.9855	29254.772353887558
166	9718.95	188.358	9971.65	9469.74	9855.15	120.885	9993.66	9679.12	1000.0	1000.0	834999	735.99	135.686	896.564	-133.911	735.99	135.686	891.921	-139.19	735.597	134.84	890.71	-131.674	6.00441	4.11266	52.2226	-13.3492	-736.54	14.3835	14.3043	11.301	29430.47291827202
167	9614.92	129.977	9768.49	9438.32	9951.77	24.4767	9999.17	9929.98	1000.0	1000.0	839999	737.394	135.423	895.655	-170.128	737.393	135.424	893.432	-152.223	737.003	134.585	895.425	-146.167	6.03131	4.11534	52.0353	-15.1779	-737.941	14.0664	14.0164	10.9209	29605.975236177444
168	9531.92	136.389	9691.3	9280.82	9997.91	59.7358	10084.8	9923.91	1000.0	1000.0	844999	738.658	135.15	897.196	-135.001	738.658	135.15	893.769	-142.242	738.249	134.299	891.514	-143.208	6.05344	4.11707	55.4017	-13.6407	-739.187	14.1504	14.068	11.0633	29782.205316066742
169	9661.78	121.856	9831.24	9547.92	10239.8	136.647	10385.8	10017.5	1000.0	1000.0	849999	739.439	135.197	898.873	-171.169	739.44	135.198	894.993	-153.91	739.044	134.344	896.343	-134.627	6.02236	4.09422	50.0047	-14.7555	-739.983	14.5242	14.4338	11.2115	29958.184440374374
170	9605.95	177.623	9784.63	9359.7	10126.3	82.6561	10224.2	10015.2	1000.0	1000.0	854999	740.383	134.908	900.365	-159.225	740.383	134.907	895.32	-138.395	739.977	134.053	896.202	-155.649	6.03406	4.09904	49.4742	-13.192	-740.918	14.1359	13.9528	10.9327	30134.30307984352
