Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
82	1750.34	958.182	2811.1	23.019	1286.29	496.44	1896.35	667.823	727.857	1000.0	414999	123.943	65.1081	224.29	-103.98	123.943	65.1084	223.279	-79.7278	0.0161313	0.000181659	0.0165443	0.0157513	0.0018499	8.0004	3.44375	58.2947	-10.4348	-124.204	10.271	10.2591	11783.320954084396
83	1202.87	629.053	2409.21	491.19	1734.54	1217.88	2804.82	5.69195	723.714	638.6	419999	124.833	65.8934	226.685	-94.8869	124.833	65.8936	224.581	-109.091	0.01628	0.000189434	0.0166887	0.0157524	0.0200561	8.00482	3.43325	57.8569	-10.161	-125.111	10.1935	10.1921	11925.65541267395
84	1009.61	718.134	2632.88	298.099	1869.71	929.563	2878.7	284.421	594.875	824.8	424999	125.757	66.8015	228.888	-74.6598	125.757	66.8002	228.398	-73.6917	0.0163199	0.000143824	0.0166415	0.0159742	0.00985379	8.00236	3.4958	58.3395	-9.52584	-126.033	10.3377	10.364	12060.582088708878
85	1825.43	1072.92	2950.25	116.326	2112.66	686.714	2770.46	1177.62	741.333	778.0	429999	126.741	67.5924	230.128	-116.3	126.741	67.5927	228.641	-93.3443	0.0165651	0.000193205	0.0169416	0.016129	-0.0176103	7.99567	3.50954	57.0058	-13.1693	-127.022	11.094	10.9952	12186.841093540192
86	1746.71	644.022	2851.83	857.372	1434.23	897.541	2917.02	89.138	813.571	702.8	434999	127.722	68.2057	231.18	-102.47	127.721	68.2045	229.474	-89.958	0.016392	0.000235689	0.0169568	0.0158363	0.0129574	8.0031	3.48912	62.536	-13.5881	-128.001	10.5843	10.7273	12346.277916431427
87	1585.51	869.356	2692.55	558.564	1987.88	1094.48	3053.49	264.727	769.167	811.8	439999	129.044	68.8391	231.883	-92.6306	129.044	68.8385	231.364	-125.971	0.0165331	0.000201608	0.0169674	0.0160707	-0.0100295	7.99751	3.48157	63.86	-12.416	-129.316	11.1421	11.1916	12477.128889799118
88	2085.03	915.832	2864.47	298.485	1564.17	724.794	2950.56	872.762	792.167	888.8	444999	129.877	69.396	234.526	-82.1882	129.877	69.398	234.615	-71.2501	0.0167106	0.000239289	0.0171557	0.016095	0.0216761	8.00525	3.49484	64.7627	-10.2543	-130.154	11.357	11.2262	12612.21371769905
89	1722.76	754.55	2783.79	787.727	1381.12	841.582	2661.87	460.435	933.833	555.2	449999	131.014	70.1673	236.453	-90.0698	131.014	70.1675	235.859	-87.68	0.0166882	0.000150844	0.0170562	0.016258	-0.0175765	7.99567	3.52514	64.2547	-10.1137	-131.297	10.8326	10.8125	12768.289794921875
90	1687.99	849.637	2716.33	794.302	2430.75	554.725	2932.19	1706.67	1000.0	1000.0	454999	131.795	70.9108	238.111	-83.992	131.794	70.9116	236.544	-80.7678	0.0166677	0.000235677	0.0171682	0.0162046	0.022123	8.00536	3.52345	63.1822	-10.2339	-132.074	10.9449	10.9331	12910.251013755798
91	2035.11	960.281	2971.55	491.585	2684.89	625.832	3097.15	1447.03	1000.0	885.0	459999	132.914	71.6291	239.259	-78.2359	132.914	71.6287	239.243	-86.5536	0.0169266	0.000141241	0.0172688	0.0166436	0.000542256	8.00009	3.52633	64.3034	-11.125	-133.204	11.0122	11.0692	13051.56157207489
92	1864.68	911.98	2964.54	335.237	2751.37	85.3468	2874.7	2655.34	735.286	1000.0	464999	134.584	72.4678	243.09	-83.4232	134.584	72.468	238.853	-98.1673	0.0167238	0.00015724	0.0171507	0.0164185	-0.00807988	7.99798	3.55903	61.4458	-10.9242	-134.867	10.7899	10.6694	13197.043390750885
93	2603.52	683.473	3101.47	1247.53	1496.44	720.052	2832.71	829.297	897.8	803.8	469999	135.782	73.1978	244.415	-134.866	135.782	73.1969	241.094	-107.544	0.01696	0.000187557	0.0172882	0.0164876	0.0126958	8.00307	3.53856	57.2875	-10.873	-136.067	11.1482	11.2177	13323.042383432388
94	1892.13	530.937	2972.73	984.182	2129.64	1059.8	3164.82	371.786	693.0	826.0	474999	137.25	73.8278	245.983	-130.771	137.25	73.8276	245.058	-98.3094	0.0171448	0.00024245	0.0177971	0.0165493	0.00834068	8.002	3.56751	65.473	-12.0495	-137.537	11.5876	11.5119	13476.897092819214
95	1561.93	819.53	2912.5	684.019	2609.09	377.791	2933.55	1951.38	1000.0	926.8	479999	138.337	74.5238	246.797	-93.7856	138.337	74.5234	247.8	-100.938	0.0171974	0.000182101	0.0176326	0.016785	-0.0142613	7.99645	3.56381	66.2256	-12.1429	-138.627	11.4026	11.4177	13616.895348787308
96	1762.87	888.287	3053.46	690.005	1911.64	1430.92	3227.21	104.01	635.143	599.2	484999	139.497	75.3287	248.717	-85.5206	139.497	75.3286	247.205	-79.8018	0.0170285	0.000212376	0.0175564	0.0164744	0.0285822	8.007	3.62502	66.2193	-14.2156	-139.785	11.6293	11.752	13740.856534719467
97	1954.67	819.257	2871.88	717.873	2328.95	808.666	3064.24	900.244	1000.0	909.2	489999	140.204	75.9808	249.86	-89.4172	140.204	75.9818	247.499	-78.4855	0.0170871	0.000177874	0.0175402	0.0166732	-0.0120513	7.99699	3.61907	65.7172	-11.0984	-140.498	11.9621	11.903	13880.835079193115
98	1720.07	1139.64	3359.44	356.264	2969.43	75.3142	3076.79	2870.29	855.667	1000.0	494999	140.89	76.5572	251.417	-111.08	140.89	76.5573	251.994	-123.498	0.0171013	0.000200895	0.0177459	0.0167478	-0.0017712	7.99952	3.62489	64.5273	-12.4298	-141.171	11.5961	11.5678	14024.634303331375
99	1893.69	976.973	2775.18	294.602	1744.67	807.908	3165.14	814.373	853.333	836.4	499999	142.199	77.3713	252.653	-91.1005	142.199	77.3715	253.319	-96.727	0.0173295	0.000194193	0.0177489	0.016863	0.00739201	8.00178	3.66114	65.3643	-10.3304	-142.487	11.6761	11.771	14167.43193936348
100	1595.59	1036.07	3056.39	446.28	679.868	468.959	1404.16	82.2272	785.333	477.0	504999	142.901	78.2231	255.99	-73.3454	142.901	78.2218	255.77	-106.085	0.0172706	0.000198612	0.0176747	0.0167832	-0.0141408	7.99648	3.68997	59.5064	-15.4279	-143.188	12.0634	12.1913	14298.050226449966
101	1756.97	1136.96	3116.88	27.1069	2109.25	955.404	3208.57	515.042	753.0	763.8	509999	143.864	79.0684	255.983	-98.2201	143.863	79.069	258.251	-97.9634	0.0172838	0.000230326	0.0177583	0.0167839	0.00255763	8.00059	3.67722	64.2171	-9.66937	-144.15	12.0119	12.0494	14444.478891849518
102	1043.91	735.053	2232.68	65.6848	1710.18	786.015	3092.89	774.814	651.875	570.2	514999	144.498	79.9243	258.422	-74.5221	144.498	79.9242	261.933	-79.1708	0.0171754	0.000178688	0.0176063	0.0166896	0.00579029	8.00139	3.67574	64.8046	-10.6583	-144.793	12.0334	12.006	14588.617937088013
103	1838.72	1166.36	3125.33	307.531	620.632	339.589	1123.74	71.4469	634.5	206.0	519999	145.364	80.5769	259.216	-90.0255	145.363	80.5772	261.094	-147.194	0.0172996	0.000248742	0.0178072	0.0167237	0.00464762	8.00111	3.71541	66.6804	-11.8094	-145.652	12.8792	12.9253	14727.432812929153
104	1843.11	1236.73	3147.12	330.056	2599.39	429.132	3174.48	2064.27	617.25	939.6	524999	146.378	81.0439	259.185	-82.2999	146.377	81.0444	264.363	-85.9296	0.0173332	0.000180051	0.0178036	0.016931	0.00302097	8.00072	3.69845	73.3167	-10.4346	-146.655	12.6972	12.7003	14865.673946857452
105	1724.68	1109.84	3123.77	159.244	2795.85	222.951	3030.77	2385.7	771.667	952.4	529999	147.05	81.6497	262.357	-149.061	147.049	81.6502	262.658	-173.025	0.0172469	0.000321604	0.0177614	0.0165317	0.0112536	8.00274	3.70904	66.6324	-12.3696	-147.324	13.121	13.2195	14995.848817110062
106	2071.31	655.745	2962.34	1165.4	2221.64	692.672	2924.64	1118.02	964.2	812.2	534999	148.035	82.2426	262.067	-99.5061	148.035	82.2427	263.509	-77.6401	0.0176643	0.000221989	0.0183156	0.0172734	-0.00921003	7.99768	3.77595	75.0538	-11.893	-148.317	12.7449	12.6891	15130.572035312653
107	2307.62	897.313	3338.95	1074.68	2084.9	1355.85	3236.08	321.049	958.0	824.6	539999	148.456	82.9374	264.934	-92.0243	148.456	82.938	264.59	-100.888	0.0175905	0.000139958	0.0178678	0.0172565	0.00815168	8.00199	3.74859	72.1315	-9.78297	-148.735	13.2795	13.2732	15264.409328699112
108	1868.72	1011.2	3244.74	160.861	2548.12	604.887	2900.29	1341.55	818.286	1000.0	544999	149.448	83.5541	264.56	-82.5491	149.448	83.5547	265.831	-97.2543	0.0176628	0.000193697	0.0182352	0.0171648	0.0174877	8.00431	3.76681	65.6047	-14.4811	-149.728	12.8034	12.7844	15423.73217844963
109	1701.09	1049.71	3144.62	341.164	2408.96	709.24	3201.23	1570.03	675.571	963.2	549999	150.13	84.0597	265.509	-69.8511	150.13	84.0619	267.794	-102.398	0.0176493	0.000247059	0.0182321	0.017183	-0.03414	7.99149	3.80538	63.0965	-11.8995	-150.418	13.3392	13.2642	15556.560180902481
110	2380.05	887.555	3323.73	1158.34	1528.78	1088.83	3365.18	386.978	796.0	596.4	554999	151.248	84.6061	266.651	-147.351	151.248	84.6056	268.167	-223.853	0.0178408	0.000247556	0.0184462	0.0172716	0.01469	8.0036	3.80804	65.0637	-15.2814	-151.526	13.5877	13.8161	15689.116928339005
111	2148.27	1034.13	3392.68	365.715	2304.38	1255.5	3347.18	367.715	723.571	700.0	559999	152.578	85.2952	269.876	-92.7991	152.577	85.2954	268.002	-87.9161	0.0177541	0.00021014	0.0181734	0.0173209	0.0127643	8.00314	3.81586	59.2867	-12.0301	-152.865	13.192	13.3045	15829.42566895485
112	2000.46	1124.38	3381.92	505.209	1411.91	1151.21	3381.66	455.748	649.875	434.8	564999	153.751	85.7873	271.731	-84.2281	153.751	85.7872	273.606	-130.704	0.0179217	0.000202771	0.018443	0.0173281	-0.00468557	7.99879	3.7949	69.48	-11.0398	-154.025	13.9003	13.9514	15972.218616008759
113	1378.93	1054.43	3297.11	159.56	3004.36	565.359	3326.58	1876.22	601.111	1000.0	569999	154.675	86.3437	272.536	-85.5618	154.675	86.3445	274.011	-138.448	0.0179751	0.000179991	0.0184036	0.017579	0.000775223	8.00016	3.81168	68.9538	-11.4055	-154.953	14.0375	14.0583	16122.98199915886
114	2511.63	1056.53	3354.89	329.772	1389.68	1244.82	3144.43	84.9179	809.333	476.8	574999	155.797	86.9717	273.461	-174.933	155.797	86.9714	275.108	-105.557	0.0179574	0.000220063	0.0183574	0.0173453	0.0118289	8.00291	3.85276	63.3726	-11.9851	-156.078	14.3947	14.4032	16256.885728597641
115	2070.07	1003.77	3408.15	746.098	2657.07	824.372	3354.22	1331.68	726.714	805.4	579999	156.904	87.4399	276.936	-105.081	156.904	87.4396	276.857	-93.0332	0.0181403	0.000202409	0.018502	0.0176673	-0.00937879	7.99763	3.85254	62.1598	-10.4324	-157.183	14.5367	14.4878	16398.25464606285
116	3183.71	278.069	3475.82	2696.54	683.892	599.773	1435.89	92.4921	1000.0	327.8	584999	158.141	87.8299	276.846	-102.204	158.141	87.8306	276.21	-148.224	0.0183061	0.000207932	0.0187458	0.0179544	0.00582713	8.00142	3.82903	70.3356	-14.6715	-158.421	14.2774	14.2772	16535.492557287216
117	1735.57	1148.83	3328.95	330.275	2331.4	1188.65	3381.37	843.076	710.571	856.6	589999	159.25	88.4419	277.549	-105.421	159.25	88.4406	277.541	-111.333	0.0183101	0.000261573	0.0189293	0.0178725	0.00807048	8.00198	3.86093	64.4156	-15.1057	-159.529	14.5141	14.4673	16674.263011217117
118	2344.61	822.303	3257.45	1246.5	3265.58	308.596	3504.76	2666.29	800.5	957.0	594999	160.328	88.8437	278.504	-149.823	160.328	88.8427	278.138	-101.012	0.0183953	0.000163058	0.0188354	0.0180457	0.00941258	8.00233	3.88265	68.8637	-13.7666	-160.603	14.8445	15.0093	16808.718287467957
119	2329.33	743.916	3378.0	1502.15	3224.55	99.0741	3371.65	3081.68	874.833	1000.0	599999	161.095	89.3665	280.791	-117.32	161.095	89.365	279.611	-113.012	0.0185485	0.000265796	0.0190715	0.0179028	-0.00330442	7.99914	3.85608	61.5289	-12.6364	-161.365	14.7431	14.7526	16955.21705031395
120	1869.58	934.919	3087.26	766.604	2578.79	704.47	3435.82	1769.39	714.143	860.8	604999	162.168	89.9376	282.498	-76.0753	162.168	89.9387	283.061	-103.574	0.0186236	0.000212567	0.0191042	0.0181585	0.0124124	8.00308	3.89063	61.4008	-11.5569	-162.449	14.9535	14.8435	17094.58851504326
121	1496.18	1141.86	3156.61	2.04891	2000.41	856.248	3115.93	1002.2	585.625	1000.0	609999	163.36	90.6444	284.549	-76.1451	163.36	90.6433	284.114	-107.743	0.0186042	0.000244331	0.0192035	0.017969	0.00532374	8.0013	3.89801	59.9566	-11.6809	-163.636	14.7186	14.9474	17226.49730324745
122	1594.48	937.353	3187.22	603.284	2299.82	543.632	3283.4	1809.85	994.2	1000.0	614999	163.724	91.4084	285.348	-86.7679	163.724	91.4079	286.55	-128.13	0.0188209	0.00016505	0.0191356	0.0183794	-0.000429548	7.99986	3.89268	55.4338	-11.6609	-164.003	15.6471	15.897	17366.05863261223
123	1855.34	781.366	3155.08	725.193	2852.09	800.659	3743.24	1864.19	816.5	918.6	619999	164.147	91.8244	285.312	-131.376	164.147	91.824	286.053	-93.0011	0.0187539	0.000178278	0.0191663	0.0184055	-0.00418687	7.99891	3.89352	58.8186	-12.3587	-164.422	15.3447	15.3846	17503.07644867897
124	2201.98	1459.86	3499.93	143.647	2375.88	1261.4	3530.9	702.871	644.375	847.6	624999	165.003	92.1449	287.674	-110.121	165.003	92.1443	287.904	-91.6396	0.0186355	0.000176125	0.0190895	0.0183072	-0.00791122	7.99798	3.93032	58.8707	-14.2043	-165.269	15.1863	15.2213	17646.43886399269
125	2057.1	311.278	2480.01	1634.3	2535.43	1239.92	3459.97	126.751	754.333	768.2	629999	165.751	92.3431	286.625	-96.4107	165.75	92.3438	286.557	-127.875	0.0187581	0.000208405	0.0193309	0.0183671	0.0145574	8.00363	3.94099	59.9792	-11.2173	-166.025	15.8458	15.8571	17772.91071486473
126	2835.31	1067.03	3479.32	710.778	3148.03	414.707	3591.54	2406.7	995.8	999.8	634999	166.273	92.7001	289.325	-120.449	166.273	92.7011	286.423	-164.792	0.0186899	0.00025975	0.0191243	0.0180353	-0.0271288	7.99316	3.92999	65.4517	-12.153	-166.55	15.8479	15.7813	17912.213560581207
127	2082.92	861.919	3432.7	1094.22	3376.76	82.1233	3465.98	3224.33	759.857	997.8	639999	167.322	93.1471	288.726	-99.214	167.322	93.148	294.129	-146.022	0.0187071	0.000256864	0.0193276	0.0181298	0.00796697	8.00195	3.93317	61.596	-12.08	-167.594	15.7889	15.6942	18060.433963775635
128	3336.24	100.486	3454.03	3171.87	1818.22	1075.14	3359.12	299.632	987.6	770.0	644999	168.498	93.4842	291.438	-237.361	168.498	93.4839	292.14	-235.008	0.018832	0.000198548	0.0192623	0.0183972	0.0100003	8.00248	3.91994	66.5211	-11.5933	-168.774	16.3239	16.3484	18197.799572229385
129	2660.66	1138.93	3557.19	21.1313	3160.09	160.322	3269.84	2841.51	792.286	966.4	649999	169.868	93.8543	292.123	-133.485	169.868	93.8539	291.838	-155.95	0.0188307	0.000249563	0.0194385	0.0182751	0.0018167	8.00042	3.94665	60.2695	-10.9898	-170.152	15.8252	15.817	18351.767428159714
130	1531.59	872.55	3203.39	324.419	3296.07	147.075	3475.82	3095.38	682.0	991.4	654999	170.538	94.2415	291.562	-111.921	170.537	94.2426	294.484	-171.204	0.0190154	0.000185476	0.0193891	0.0184985	0.00818169	8.00203	3.97258	55.4138	-13.7465	-170.806	16.2007	16.2656	18467.706662654877
131	2267.12	1030.28	3313.94	816.829	2208.85	1216.3	3465.68	258.697	920.5	702.4	659999	171.44	94.6192	294.197	-100.452	171.44	94.6196	293.063	-140.767	0.0190004	0.000287569	0.0195981	0.0184129	-0.0022027	7.99941	3.97154	62.0163	-11.9175	-171.708	15.9913	15.9475	18620.110845565796
132	1744.07	1284.94	3581.47	69.7437	3029.57	824.484	3696.15	1429.78	751.333	881.4	664999	171.898	95.0898	293.847	-105.997	171.897	95.0893	295.423	-114.692	0.0190319	0.00029866	0.0198206	0.0185758	0.00758751	8.00188	3.9998	65.0412	-12.9604	-172.172	15.8201	16.0182	18746.5625705719
133	2840.84	870.517	3489.92	1035.97	2164.97	1111.43	3493.83	777.273	965.667	730.8	669999	172.89	95.3489	294.604	-97.6709	172.889	95.3488	296.435	-92.0729	0.0190669	0.000253629	0.0196086	0.0184593	-0.0189117	7.9952	3.97634	67.6775	-11.5285	-173.167	15.902	15.9256	18906.242568016052
134	2457.2	1212.97	3525.79	794.364	1809.89	1038.14	3493.72	721.788	849.6	716.4	674999	173.519	95.8832	294.977	-88.7751	173.519	95.883	296.769	-119.398	0.0189921	0.00018942	0.0195055	0.0184929	0.0234812	8.00587	3.97428	63.5256	-12.8467	-173.802	15.7845	15.9353	19025.371346235275
135	2534.47	728.196	3417.62	1464.43	1965.5	1357.41	3515.25	33.5152	878.333	805.2	679999	174.444	96.4342	296.524	-168.26	174.443	96.4346	298.033	-97.6566	0.0193426	0.000179849	0.0199155	0.0188716	0.0108257	8.00271	3.99285	63.9823	-11.4676	-174.723	15.7877	15.7487	19171.6867916584
136	2678.64	785.364	3509.65	1655.27	3491.57	97.5265	3651.37	3357.72	910.833	1000.0	684999	175.456	96.8558	297.9	-94.63	175.456	96.8554	297.406	-88.988	0.0193872	0.000245566	0.0201463	0.0188313	-0.00860926	7.99779	3.96599	63.2004	-13.4852	-175.723	16.179	16.2288	19323.78026819229
137	1572.51	1264.81	3502.75	134.1	2329.83	1116.53	3571.82	873.49	655.714	671.6	689999	176.218	97.1861	298.312	-143.995	176.219	97.1876	298.794	-193.984	0.0193686	0.000276517	0.0200665	0.0188737	-0.000727759	7.99978	4.00133	66.3807	-11.1422	-176.489	16.4303	16.3334	19451.55662894249
138	2246.47	1397.24	3463.93	275.429	2030.34	1208.96	3638.05	906.286	664.0	852.6	694999	176.807	97.4625	298.702	-115.277	176.807	97.4635	302.337	-131.124	0.0192424	0.000172771	0.0197099	0.0188578	0.0122171	8.00306	3.97256	64.7184	-11.1507	-177.069	16.4886	16.3487	19581.637043952942
139	2347.36	1296.15	3826.22	6.78639	2051.9	1126.54	3624.42	971.147	763.0	696.4	699999	177.637	97.8715	300.885	-191.555	177.637	97.8717	301.819	-211.299	0.0193957	0.000248634	0.0199185	0.0187503	-0.00184244	7.9995	4.00989	61.8041	-12.8427	-177.906	16.2381	16.3176	19729.085233688354
140	2359.74	872.971	3436.36	1201.81	2047.66	1194.18	3601.46	989.013	826.333	1000.0	704999	178.544	98.1392	301.193	-125.746	178.543	98.1394	302.006	-117.047	0.0194974	0.000207946	0.0199325	0.0190649	0.00963328	8.00242	3.99509	65.2248	-10.8661	-178.809	16.8487	16.7117	19867.988876342773
141	1752.44	1169.0	3361.97	129.295	2009.39	1246.95	3507.14	504.304	668.125	589.6	709999	179.372	98.4531	301.308	-163.357	179.372	98.4536	303.052	-95.7891	0.0195008	0.000213927	0.0201296	0.0190603	-0.00890572	7.99771	4.00598	61.5308	-10.2259	-179.644	16.705	16.6525	20015.124987125397
142	2346.99	950.421	3297.02	709.856	1579.24	902.308	2694.81	368.21	934.2	673.6	714999	180.18	98.8945	303.351	-122.284	180.179	98.895	303.46	-189.599	0.0196953	0.000273932	0.0202943	0.0190258	-0.000145986	7.99993	3.99502	71.4504	-10.5291	-180.457	17.0848	17.1419	20145.045771360397
143	1772.99	1028.11	3300.34	383.896	1666.18	1180.33	2947.75	188.226	761.714	633.2	719999	180.72	99.2197	305.364	-97.9893	180.72	99.2181	302.762	-99.7223	0.0197455	0.000254181	0.020246	0.0190882	0.00428352	8.00105	4.01159	64.5038	-10.6664	-180.987	17.1754	17.4656	20292.221396923065
144	3071.56	734.188	3638.89	1726.12	799.287	714.223	1993.64	10.1902	1000.0	241.6	724999	181.311	99.5997	304.508	-96.5895	181.311	99.5991	306.132	-123.679	0.0197228	0.000196075	0.0202627	0.0192314	0.0176788	8.00447	4.0004	62.8695	-12.5493	-181.572	17.3533	17.3538	20428.922498464584
145	2212.28	1401.27	3576.05	4.03738	1829.89	1467.5	3480.96	14.8126	775.0	534.4	729999	181.857	99.807	307.538	-117.572	181.857	99.8095	304.974	-118.074	0.0199556	0.000241188	0.0204849	0.0194564	0.00192183	8.00046	4.0045	67.9124	-12.3924	-182.11	16.9683	16.8822	20557.535875320435
146	2372.8	1186.91	3558.95	507.266	3169.06	664.668	3584.43	1846.3	780.333	900.6	734999	182.41	100.035	308.199	-110.324	182.409	100.033	306.547	-106.014	0.0198626	0.000225743	0.0204274	0.0192913	0.00139227	8.00033	4.00275	68.121	-12.4014	-182.669	16.7396	16.986	20688.56727862358
147	2397.71	1191.58	3560.79	661.953	2892.57	1153.44	3645.9	600.909	1000.0	983.2	739999	183.096	100.38	306.429	-117.682	183.097	100.38	307.533	-259.233	0.0200073	0.000170431	0.0204198	0.0194325	0.0133226	8.00339	4.01475	67.521	-11.765	-183.352	17.0033	17.2777	20828.467204093933
148	2008.97	1340.18	3542.51	393.214	2430.46	1210.95	3773.35	967.966	703.375	675.4	744999	183.534	100.818	308.269	-117.843	183.534	100.82	306.743	-149.289	0.0200497	0.000263398	0.0206733	0.0194026	-0.0252114	7.99352	3.99602	73.3049	-10.347	-183.793	17.107	17.0825	20983.40251660347
149	2610.0	1246.22	3725.7	1026.83	1754.94	917.495	3425.49	775.064	863.6	750.6	749999	184.181	101.207	307.888	-110.528	184.181	101.209	309.532	-98.0294	0.0200275	0.000199623	0.0203531	0.0194984	0.0138761	8.00351	4.00406	68.3401	-11.9741	-184.429	17.5289	17.4955	21104.543343305588
150	3030.37	1058.77	3653.6	923.986	1748.66	1150.52	3816.4	754.809	1000.0	1000.0	754999	184.504	101.453	308.235	-100.32	184.504	101.453	307.447	-117.247	0.0200654	0.000322672	0.0209144	0.0194584	0.00764608	8.00192	4.03283	70.2479	-11.4757	-184.755	17.2987	17.1787	21244.65385890007
151	2830.54	1077.34	3526.83	692.74	1790.89	905.141	3260.68	808.917	1000.0	606.0	759999	185.112	101.9	308.688	-107.484	185.112	101.901	308.012	-105.78	0.0201967	0.000222511	0.0207942	0.0197705	0.00621365	8.00157	4.02508	68.5744	-13.0544	-185.363	16.9378	16.9233	21382.871130228043
152	2877.29	992.741	3637.43	1028.51	1698.86	1079.36	3311.3	379.491	935.5	550.4	764999	186.074	102.327	308.973	-132.553	186.073	102.328	309.704	-146.784	0.0202098	0.000203829	0.0206914	0.0198226	-0.00480311	7.99873	4.0276	71.8196	-10.8955	-186.328	17.3464	17.3971	21536.989068746567
153	2508.39	1270.13	3668.73	246.362	3021.97	1123.24	3660.65	777.214	763.667	852.2	769999	186.637	102.611	309.57	-98.9816	186.637	102.612	311.082	-151.949	0.0202098	0.000324264	0.0208473	0.0194736	-0.00426409	7.99887	4.03089	61.7398	-11.5007	-186.892	17.5997	17.543	21665.119279146194
154	2478.08	1210.65	3600.15	280.42	2547.54	1246.11	3704.57	742.767	761.0	1000.0	774999	187.377	102.675	309.733	-101.62	187.377	102.676	311.556	-145.002	0.0200844	0.000228576	0.0205976	0.0196448	-0.00290955	7.99923	4.03052	63.4556	-12.6231	-187.618	17.5924	17.7249	21813.614163398743
155	2627.84	1349.83	3669.35	334.264	1057.94	482.007	1690.42	326.782	851.667	408.6	779999	188.192	102.827	310.513	-119.678	188.191	102.827	312.032	-143.883	0.0201842	0.000236239	0.0205923	0.0196191	0.00861061	8.00218	4.04645	72.0515	-11.3165	-188.433	17.2128	17.3669	21954.02848148346
156	2271.31	1208.46	3707.55	664.11	2896.81	1342.73	3714.98	224.5	741.714	812.2	784999	189.1	103.091	311.182	-174.62	189.1	103.09	316.991	-112.305	0.0203281	0.000322224	0.0210391	0.0198174	-0.00275894	7.99926	4.06085	72.4039	-12.6707	-189.354	17.5263	17.5689	22098.080579042435
157	2169.27	1249.74	3741.15	526.158	2261.15	1436.92	3578.26	19.7868	884.8	665.2	789999	189.516	103.389	311.21	-97.9978	189.515	103.389	313.054	-97.3117	0.0202087	0.00022247	0.0207	0.0196156	-0.0143241	7.99631	4.03577	66.797	-11.9148	-189.761	17.5777	17.4672	22221.364622354507
158	1605.37	1231.48	3675.08	278.619	1804.66	1159.12	3467.95	39.3476	535.333	659.4	794999	189.884	103.749	313.232	-97.4435	189.884	103.75	313.793	-177.823	0.0202475	0.000247282	0.0208327	0.019737	0.00805745	8.00203	4.05027	67.5129	-10.8977	-190.116	17.7294	17.9218	22355.088722229004
159	2495.46	1090.79	3518.21	811.629	1416.17	1284.98	3720.88	214.337	839.857	554.8	799999	190.661	103.886	312.719	-116.516	190.661	103.886	314.957	-128.339	0.0202983	0.000222676	0.0208742	0.0198174	-0.00442204	7.99884	4.05334	68.0619	-13.7296	-190.897	18.027	18.1464	22516.198296546936
160	2059.79	1182.2	3765.65	603.306	2416.79	1170.37	3779.61	1070.58	784.667	779.2	804999	190.85	104.085	313.77	-112.127	190.85	104.085	317.985	-113.236	0.0201992	0.000172239	0.0205685	0.0197851	0.00518488	8.00129	4.06527	60.1297	-12.9262	-191.078	18.5387	18.779	22647.501187324524
161	1956.27	776.718	3319.16	843.374	2885.75	1235.02	3794.68	486.981	778.833	830.6	809999	191.063	104.236	311.87	-136.103	191.063	104.237	313.775	-187.49	0.0202795	0.000223951	0.0209395	0.0198087	0.0244217	8.00624	4.09816	64.7802	-10.804	-191.29	18.9682	18.8647	22777.958966255188
162	1828.87	1295.82	3611.01	-3.66057	2475.34	908.727	3450.04	1027.81	671.625	854.0	814999	191.515	104.365	313.504	-114.892	191.515	104.367	313.875	-133.331	0.0203011	0.000338889	0.0209572	0.0194021	-0.0243801	7.9937	4.08058	62.7934	-12.1423	-191.741	18.8844	18.7632	22926.995237588882
163	3248.38	419.719	3666.01	2742.32	2435.04	1201.95	3780.56	653.907	916.6	678.8	819999	192.009	104.511	314.665	-113.924	192.009	104.511	314.955	-132.524	0.0202183	0.000304848	0.020889	0.0196069	-0.00555508	7.99855	4.04506	62.8605	-14.1322	-192.235	18.2344	18.2948	23054.341292619705
164	2923.56	1108.99	3676.89	498.208	2591.37	1097.31	3741.93	1206.7	858.0	852.0	824999	192.617	104.618	315.461	-106.964	192.617	104.619	316.225	-120.703	0.0201914	0.000247679	0.0206937	0.0196884	0.0243363	8.00622	4.06998	68.0347	-13.6943	-192.838	19.0589	19.1865	23197.398334026337
165	1743.47	1014.19	3374.98	429.788	2073.28	1244.39	3703.75	663.862	731.0	696.4	829999	193.076	104.817	317.642	-131.778	193.076	104.818	315.801	-184.955	0.0206387	0.000237921	0.0211854	0.0201679	-0.00412448	7.99892	4.07454	65.1389	-13.0426	-193.298	18.8896	18.7668	23339.22108578682
166	1702.47	1177.48	3671.27	635.547	2165.33	1072.95	3450.61	527.109	593.0	658.0	834999	193.483	105.259	316.146	-163.014	193.483	105.26	314.959	-145.736	0.0209154	0.000230436	0.0213975	0.0203428	0.0188872	8.00484	4.04522	64.8332	-14.0936	-193.713	18.6246	18.5116	23470.88214302063
