Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
25	400.86	274.668	766.365	100.964	696.127	267.968	958.419	203.419	517.111	732.0	129999	49.7107	15.6589	97.2489	-38.0143	49.7106	15.6573	97.5905	-36.0076	0.0115469	0.000104813	0.0118253	0.0112567	0.0161285	8.00356	2.60711	33.0492	-9.55025	-49.9873	2.91217	2.93538	3688.634442806244
26	683.57	302.496	1160.77	65.7216	185.303	111.442	365.308	39.9743	790.143	126.4	134999	51.3084	16.0722	102.023	-28.4788	51.3085	16.071	98.8545	-41.3599	0.0116233	0.000150012	0.0120256	0.0113366	0.00695276	8.00152	2.6071	37.1571	-9.88608	-51.583	2.91591	2.94846	3843.036102771759
27	451.363	303.758	834.288	42.3678	750.284	417.384	1359.58	171.705	533.444	660.4	139999	53.0143	16.5279	104.466	-28.3828	53.0142	16.5279	100.564	-43.4609	0.0117177	0.000105905	0.0119837	0.0114884	0.00265626	8.00056	2.6202	36.0877	-11.9276	-53.2864	2.91857	2.90527	3980.142380952835
28	478.812	359.529	975.008	62.3281	323.523	300.788	898.796	14.0069	591.222	304.2	144999	54.5009	16.8659	106.265	-34.0167	54.5008	16.8658	104.34	-34.2587	0.0118879	0.000105333	0.0120851	0.0116254	0.00984966	8.00218	2.61495	38.3152	-9.63723	-54.7692	3.09559	3.07124	4129.548824548721
29	404.708	283.634	749.819	12.9768	665.657	319.187	894.598	63.4368	558.375	691.0	149999	55.907	17.0448	109.043	-36.8221	55.9068	17.0452	109.538	-55.4363	0.0118201	0.000130074	0.012093	0.0114457	-0.00955962	7.99781	2.62323	39.176	-9.11934	-56.177	3.07393	3.02892	4257.753821372986
30	558.969	477.0	1441.89	42.5117	547.814	421.399	1114.46	32.1533	581.0	491.0	154999	57.0932	17.3751	108.151	-31.28	57.093	17.3768	111.172	-41.5854	0.0117571	9.22582e-05	0.012012	0.011528	-9.79135e-06	7.99996	2.62742	43.7411	-12.2956	-57.3531	3.10045	3.08036	4405.337072610855
31	844.128	168.827	1160.89	711.029	739.208	541.949	1408.95	59.5763	1000.0	647.4	159999	58.3999	17.6683	111.063	-30.6817	58.3996	17.6676	110.024	-40.839	0.0116893	0.000121305	0.0119754	0.0114316	0.002527	8.00053	2.64542	44.4166	-10.369	-58.6598	3.01158	3.02145	4547.394120454788
32	495.455	377.451	1108.07	33.1398	785.06	402.888	1314.05	159.549	587.667	693.0	164999	59.6854	18.1723	112.72	-37.8182	59.685	18.1725	109.853	-33.7389	0.0117519	8.93172e-05	0.0119323	0.0115176	-0.000206815	7.99992	2.64754	40.8846	-11.67	-59.9523	2.89229	2.92154	4697.3962025642395
33	666.985	296.823	1299.76	282.491	660.576	466.917	1228.9	9.34141	635.25	631.6	169999	61.1309	18.8166	119.901	-47.941	61.1307	18.8157	119.525	-38.8456	0.011831	0.000111871	0.0120805	0.0115025	-0.015641	7.99645	2.66005	42.328	-9.5636	-61.3967	3.00292	3.05375	4841.5614361763
34	711.742	176.793	825.853	360.184	941.351	128.234	1182.93	830.603	849.2	913.0	174999	62.3029	19.3393	120.992	-30.4329	62.3029	19.3385	120.338	-34.7069	0.0117349	9.87341e-05	0.0119637	0.0114909	0.0271869	8.00608	2.65348	42.0132	-10.3067	-62.5644	3.02496	3.04667	4964.561625480652
35	902.989	169.761	1084.84	585.857	684.623	233.244	913.089	240.703	1000.0	713.4	179999	63.2899	19.7599	120.95	-36.6053	63.2896	19.759	122.239	-38.963	0.0117367	0.000130968	0.0120883	0.0114447	-0.0060564	7.99859	2.67186	45.4257	-11.2404	-63.5528	3.03627	3.08815	5106.769227981567
36	590.846	419.815	1398.95	41.3171	699.795	480.514	1272.61	69.6518	555.556	643.0	184999	64.5251	20.3286	121.693	-74.4772	64.5247	20.3275	123.545	-42.0742	0.011774	9.6841e-05	0.0120025	0.0115513	-0.00917898	7.99789	2.68306	47.0685	-10.922	-64.7831	3.13041	3.16675	5248.345773458481
37	467.756	350.269	1049.37	43.6601	1019.9	183.536	1254.56	710.876	486.4	839.0	189999	65.5342	20.9059	124.871	-48.3951	65.5339	20.9054	124.13	-47.0649	0.0116766	0.000135248	0.0119586	0.0113688	-0.0168666	7.99618	2.70335	48.065	-11.1279	-65.7827	3.46726	3.51045	5387.13690161705
38	826.626	327.003	1201.08	188.112	1061.89	228.174	1447.38	808.71	780.714	865.6	194999	66.3714	21.2467	125.249	-57.7877	66.3712	21.2459	125.168	-64.103	0.0116357	0.000128259	0.0119397	0.0112193	0.0151092	8.00334	2.71763	42.8065	-10.3743	-66.6107	3.41233	3.43878	5542.34620141983
39	465.286	324.209	928.58	22.8353	326.368	313.057	899.916	10.8861	507.444	287.8	199999	67.1547	21.5675	126.498	-53.6311	67.1544	21.5688	124.767	-50.0621	0.0117238	9.35058e-05	0.0119187	0.0114904	0.0124795	8.00277	2.71411	46.4692	-11.0344	-67.3947	3.41681	3.4287	5670.750832080841
40	1185.19	377.027	1623.32	553.308	1375.75	393.782	1869.66	878.971	887.667	1000.0	204999	68.1678	22.0287	128.449	-43.125	68.1675	22.0282	126.719	-50.7622	0.0117335	0.000122772	0.0120493	0.0114011	-0.00553255	7.99872	2.71213	43.8931	-11.2788	-68.3996	3.53537	3.57172	5822.3004059791565
41	844.846	550.92	1743.0	49.0435	1482.57	387.608	1910.67	805.882	695.0	1000.0	209999	69.5594	22.6483	129.3	-47.2575	69.5592	22.6465	127.81	-41.2124	0.0117055	9.56712e-05	0.012008	0.011434	0.00452375	8.00098	2.72515	44.7033	-13.1118	-69.7856	3.497	3.55248	5980.317868947983
42	660.947	241.917	965.975	309.549	678.572	316.899	907.223	57.141	741.667	810.0	214999	70.3591	23.084	130.651	-46.64	70.3587	23.0842	129.49	-46.6348	0.0118569	9.74638e-05	0.0121127	0.011625	-0.00151687	7.99962	2.74775	44.6799	-11.0439	-70.5947	3.46689	3.50591	6107.910746097565
43	917.894	444.114	1531.44	57.5032	978.658	305.846	1286.45	437.887	841.167	846.0	219999	71.3179	23.6523	131.29	-44.7204	71.3176	23.651	131.424	-38.8245	0.0118988	0.00010739	0.0121096	0.0116129	0.00416728	8.0009	2.78829	44.4037	-8.10219	-71.5534	3.62741	3.65117	6251.612639427185
44	599.938	581.985	1865.14	23.8293	1198.51	497.556	1836.43	521.56	495.545	857.0	224999	72.5834	24.4098	134.683	-45.7606	72.5831	24.4091	135.072	-46.9878	0.0118646	0.000136324	0.0123545	0.0114855	0.0259851	8.00584	2.78478	46.1199	-10.8122	-72.8184	3.82434	3.84046	6405.960825920105
45	1094.56	413.098	1938.94	689.45	671.369	440.816	1111.18	59.5432	834.167	531.2	229999	73.869	25.1962	134.09	-58.6953	73.8687	25.1954	135.449	-50.1708	0.0121188	0.000117897	0.0123869	0.0117447	-0.0151352	7.99653	2.7921	46.8569	-9.12779	-74.1028	3.8207	3.86788	6546.781133890152
46	847.433	463.664	1535.22	135.052	1682.25	411.233	2111.53	1061.5	557.125	915.4	234999	75.0544	26.0315	138.766	-49.7808	75.0543	26.0301	139.901	-55.1102	0.0121828	0.000129494	0.0125017	0.0118696	0.00867123	8.00192	2.80237	48.864	-11.8955	-75.2868	3.97115	4.02302	6674.41012430191
47	807.31	555.128	1792.66	59.6671	1450.58	394.753	1952.16	1117.0	525.3	911.8	239999	76.4683	26.9225	141.228	-50.002	76.4678	26.923	142.455	-58.2476	0.0122454	0.000119983	0.0125702	0.0119738	0.00028924	8.00002	2.82162	49.7984	-11.0495	-76.703	4.21937	4.2544	6823.274700641632
48	1139.82	615.704	1796.56	161.709	1049.9	770.35	2165.19	165.793	699.714	547.6	244999	78.0702	27.9706	141.504	-60.9625	78.07	27.9707	143.578	-49.546	0.0124165	0.000118881	0.0127302	0.0121648	0.0142136	8.00319	2.8548	49.3104	-9.95853	-78.3041	4.62525	4.59626	6961.024327039719
49	1029.13	606.362	2116.56	323.434	1587.09	774.043	2112.26	65.8585	672.0	808.8	249999	79.6297	29.1116	147.783	-52.6841	79.6293	29.1122	148.098	-49.2834	0.0126495	0.000120081	0.0130488	0.0124261	0.00110861	8.00021	2.84948	48.302	-9.72324	-79.8633	4.76454	4.75828	7112.710326433182
50	825.024	548.531	1732.13	131.457	1191.47	413.882	1995.85	835.146	496.333	1000.0	254999	81.277	30.353	149.804	-46.7631	81.2767	30.3516	149.227	-44.2426	0.012716	0.000137942	0.0130079	0.0123569	0.0159621	8.00362	2.8778	52.4052	-9.08907	-81.5055	4.98646	5.03316	7241.0695168972015
51	1129.17	597.617	1964.69	33.9171	814.198	608.301	1801.06	85.2838	782.0	473.0	259999	82.7406	31.5921	153.757	-54.0833	82.7404	31.5912	152.234	-52.2183	0.0128114	0.000114899	0.0130967	0.0124441	0.00416904	8.00092	2.8981	52.5739	-8.3135	-82.9787	5.27417	5.35759	7393.981890439987
52	1013.55	612.214	2057.87	283.109	1233.94	648.076	2203.27	318.947	581.5	724.6	264999	84.204	32.9082	154.838	-74.6685	84.2035	32.9072	157.575	-77.1408	0.0130352	0.000139025	0.0133021	0.012627	-0.0111139	7.9974	2.91748	47.1362	-9.46558	-84.4415	5.63731	5.71582	7525.9767389297485
53	1351.27	670.02	2188.76	248.506	1603.13	502.159	2249.1	952.694	727.857	1000.0	269999	85.721	34.0259	158.748	-93.005	85.7206	34.0262	158.196	-83.9876	0.0130529	0.000110013	0.0133181	0.0126827	0.0151641	8.00344	2.9532	52.3847	-12.3597	-85.96	5.70638	5.69698	7671.159898996353
54	1370.67	622.501	2393.46	811.947	1045.56	408.238	1713.52	632.689	1000.0	706.8	274999	86.9769	35.2211	164.824	-48.1435	86.9765	35.2209	164.843	-48.5591	0.0133208	0.000172461	0.0137438	0.0129723	0.0264028	8.00607	2.94586	50.2359	-9.09407	-87.2252	5.69433	5.67144	7812.51398563385
55	1285.49	596.144	2167.69	183.911	1296.24	778.669	2330.64	114.799	753.0	676.2	279999	88.7023	36.7428	170.676	-52.892	88.7021	36.7433	169.78	-48.3942	0.0135145	0.000127654	0.0138073	0.0132256	0.010407	8.00238	2.97401	51.9832	-12.7121	-88.9538	5.8612	5.81787	7960.925646543503
56	917.665	312.589	1536.93	580.959	1376.06	825.358	2549.81	488.131	767.5	703.2	284999	89.9722	38.0245	173.802	-91.3602	89.9717	38.0261	171.225	-63.0073	0.013555	0.000135932	0.0138367	0.0132524	-0.018837	7.99557	3.01513	49.4184	-8.85281	-90.23	6.11385	6.02749	8091.596006155014
57	1040.31	880.014	2340.68	53.9293	1435.33	560.544	2304.92	806.582	607.111	1000.0	289999	91.6782	39.5435	176.071	-111.27	91.6778	39.5445	174.089	-58.6235	0.0136023	0.000128312	0.0140105	0.0133637	0.00394115	8.00088	3.03832	49.9336	-12.0304	-91.9409	6.14744	6.1379	8246.640589475632
58	1199.28	557.743	2253.17	712.809	1681.87	758.682	2199.07	195.236	860.8	790.2	294999	92.8698	40.8609	176.553	-79.4343	92.8696	40.861	174.897	-89.4457	0.0137309	0.000135425	0.0140022	0.0132747	0.0121429	8.00278	3.06438	53.5206	-9.89956	-93.1271	6.40596	6.37836	8369.496222496033
59	1559.46	668.662	2344.47	400.254	1903.54	589.079	2493.8	903.23	863.833	1000.0	299999	94.2555	42.0417	177.176	-86.089	94.255	42.0423	177.15	-55.9293	0.013744	0.00014759	0.0140475	0.0133523	-0.0110153	7.99739	3.07426	58.6992	-10.5823	-94.5145	6.38471	6.32577	8516.71807551384
60	760.857	719.485	2372.43	58.5237	1871.22	378.222	2210.99	1303.95	385.833	1000.0	304999	95.5578	43.2762	182.247	-56.2365	95.5576	43.2775	180.706	-51.6497	0.0138589	0.00018505	0.0143871	0.0134864	0.0276269	8.00641	3.10847	53.0866	-9.60447	-95.8167	6.65649	6.60467	8649.034384727478
61	1478.54	685.129	2337.82	183.023	1821.89	654.925	2499.86	1012.14	790.0	1000.0	309999	97.3009	44.4208	185.001	-66.9002	97.3005	44.4211	183.466	-53.0119	0.0138717	0.000126106	0.0142249	0.0135571	0.0099625	8.00229	3.14976	52.482	-10.399	-97.5581	7.09355	7.05838	8805.591264724731
62	1418.92	571.778	2119.17	672.423	1149.82	558.279	1975.64	254.266	802.167	707.4	314999	98.7418	45.6293	186.85	-73.4946	98.7413	45.6305	184.346	-63.7715	0.0140436	0.000116179	0.0143135	0.0137894	-0.0118919	7.99718	3.1836	51.8243	-12.1053	-99.0001	7.07807	7.04928	8941.651293754578
63	1595.72	843.539	2464.38	228.498	1577.47	834.727	2359.11	213.2	851.167	814.0	319999	99.9154	46.6727	187.602	-73.5176	99.9152	46.6735	188.186	-50.5832	0.0140763	0.00014593	0.0144966	0.0138109	0.00701784	8.0016	3.22135	55.4088	-9.74161	-100.177	7.35004	7.24695	9086.082906007767
64	1568.18	783.63	2460.58	680.63	819.008	487.321	1389.92	157.535	776.833	550.0	324999	101.301	47.7432	189.958	-66.8019	101.301	47.7436	188.402	-90.0606	0.0142171	0.00014036	0.0145603	0.0139127	0.0155601	8.00362	3.24021	53.8279	-10.4095	-101.567	7.34777	7.31114	9217.489221572876
65	1380.86	739.577	2406.22	83.3089	1318.95	843.394	2327.86	276.323	725.75	679.4	329999	103.13	49.1173	191.668	-71.2178	103.129	49.1181	191.043	-81.0115	0.0146083	0.000204784	0.0150347	0.0141753	-0.00279889	7.9993	3.25114	55.7657	-10.7199	-103.4	7.41567	7.43984	9379.859066724777
66	1338.04	802.417	2427.64	156.577	2047.04	570.714	2593.85	1311.56	679.429	1000.0	334999	104.679	50.2874	195.097	-93.4747	104.679	50.2883	192.395	-64.8966	0.0146024	0.00015158	0.0149469	0.0142572	0.0284332	8.00667	3.22304	55.3615	-8.98812	-104.945	7.72021	7.67937	9515.55582523346
67	1201.11	867.073	2607.12	326.466	1484.71	585.709	2528.03	876.877	730.0	866.8	339999	105.831	51.1914	196.226	-88.9983	105.831	51.1921	195.975	-60.5933	0.0149144	0.000151576	0.0153373	0.0145966	0.0141813	8.00332	3.22809	54.3354	-9.24252	-106.099	7.77484	7.65825	9641.566695690155
68	1522.77	802.96	2583.89	75.2607	1012.99	814.526	2459.5	103.737	655.75	657.2	344999	107.331	52.2259	200.624	-84.2946	107.331	52.2286	199.567	-102.131	0.0149722	0.000143998	0.0152664	0.014556	-0.00221446	7.99943	3.22003	51.9078	-11.2773	-107.599	8.05693	7.91939	9788.833203077316
69	1820.79	878.175	2543.25	525.032	1538.73	555.293	2605.89	986.019	1000.0	829.0	349999	108.466	53.2106	201.001	-84.627	108.466	53.2114	206.092	-56.0961	0.0150714	0.000128576	0.015474	0.0147761	0.000311986	8.00004	3.24445	52.7997	-10.0081	-108.726	8.39784	8.31225	9930.35247206688
70	1452.95	844.413	2605.03	42.9687	1544.93	915.371	2643.35	346.526	792.429	830.6	354999	109.603	54.3667	204.793	-73.5665	109.602	54.3674	209.464	-55.7475	0.0152291	0.000228586	0.0157336	0.0148052	0.017339	8.00411	3.25624	53.2701	-12.6018	-109.873	8.28214	8.25516	10086.543038845062
71	1206.6	501.806	1931.38	686.727	1127.14	388.112	1504.26	531.873	1000.0	769.6	359999	110.757	55.519	207.497	-55.4116	110.757	55.5202	209.241	-78.0147	0.0151623	0.000192257	0.0156081	0.0146622	-0.0120503	7.99707	3.33537	54.5735	-11.68	-111.036	8.35541	8.34534	10227.985438585281
72	1444.06	670.01	2565.76	572.844	1058.5	876.453	2500.43	164.502	753.667	551.0	364999	111.702	56.6962	208.648	-64.1209	111.702	56.697	211.23	-61.8719	0.0153492	0.000159913	0.0156936	0.0150174	0.0211779	8.00504	3.36989	53.0468	-10.2414	-111.978	8.43024	8.37627	10355.519204378128
73	1447.46	952.708	2689.06	224.778	1671.76	562.305	2484.0	791.65	692.125	1000.0	369999	113.191	57.7827	211.042	-71.6254	113.191	57.7825	213.278	-84.8649	0.0153382	0.00015694	0.0157517	0.0148706	-0.0165325	7.996	3.35249	54.7669	-10.6362	-113.467	8.48541	8.53133	10512.182898521423
74	1083.32	856.112	2589.89	122.139	2089.47	562.812	2740.46	1308.42	551.667	924.2	374999	114.524	58.7789	212.987	-78.8489	114.523	58.781	215.005	-74.3788	0.0153999	0.000171695	0.0157534	0.014991	0.0117211	8.00277	3.40493	54.4123	-14.4781	-114.794	9.30542	9.22822	10653.151692152023
75	1002.99	738.241	2543.15	107.805	2341.98	456.864	2632.99	1431.78	546.125	904.6	379999	115.528	59.5829	213.303	-99.5798	115.527	59.5848	215.266	-104.153	0.0156199	0.000183334	0.0160843	0.015201	-0.00260307	7.99933	3.37111	60.6509	-11.9266	-115.799	9.48733	9.39678	10778.036916017532
76	2230.63	519.979	2623.67	1312.82	2032.29	702.553	2741.16	827.353	910.167	1000.0	384999	116.609	60.3683	214.742	-80.3178	116.608	60.3672	215.088	-102.671	0.0157148	0.000188998	0.0161069	0.0151868	0.00699531	8.00164	3.40099	56.7288	-11.6279	-116.875	9.44599	9.54939	10932.590907096863
77	1709.87	583.732	2618.83	808.453	2462.32	160.391	2622.52	2207.22	866.0	985.2	389999	117.869	61.2299	217.348	-82.7804	117.869	61.2318	218.003	-59.79	0.0156753	0.000149867	0.0160313	0.0153084	0.0104086	8.00246	3.4182	53.6649	-11.6533	-118.148	9.43557	9.34995	11056.715438127518
78	1386.23	926.251	2971.7	430.114	2123.75	717.671	2947.92	1200.76	537.2	1000.0	394999	119.233	62.09	219.08	-84.745	119.233	62.0902	216.995	-108.692	0.0159143	0.000183048	0.016367	0.0154116	0.0121412	8.00289	3.37401	55.5351	-11.4964	-119.494	9.59331	9.69601	11208.830599069595
79	1311.41	823.112	2755.73	109.865	1808.01	647.235	2712.44	768.495	709.857	713.0	399999	120.262	62.8045	218.778	-69.18	120.261	62.8027	217.879	-84.1711	0.0159336	0.000149023	0.0162413	0.0155843	0.00246162	8.00056	3.38433	56.6208	-10.6619	-120.529	9.94176	10.0438	11348.867708921432
80	2368.76	398.092	2803.31	1893.39	1705.2	744.348	2590.49	624.033	1000.0	752.6	404999	121.564	63.523	221.635	-84.8027	121.563	63.5231	220.063	-80.0402	0.016139	0.000153295	0.0164175	0.0156561	0.00226199	8.00051	3.40308	59.5737	-10.726	-121.837	9.92898	9.92807	11489.918932437897
81	1545.83	752.563	2702.06	719.646	1414.56	810.288	2485.9	329.422	881.667	675.2	409999	122.841	64.3663	223.38	-115.624	122.841	64.3665	224.116	-77.0337	0.0162219	0.000220107	0.0167483	0.0157963	-0.014663	7.9964	3.41749	56.5668	-14.9407	-123.112	10.1341	10.1494	11638.462015390396
