Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
72	7932.6	134.706	8041.44	7675.87	8298.27	158.68	8525.04	8104.63	1000.0	1000.0	364999	559.971	126.5	687.501	-93.4216	559.971	126.501	688.367	-89.2917	559.852	125.708	687.435	-93.0542	4.90064	3.6555	39.155	-12.9124	-560.826	9.61314	9.2043	8.51136	14044.062634468079
73	8033.4	188.198	8304.35	7715.63	8144.94	208.839	8474.26	7845.26	1000.0	1000.0	369999	563.634	126.339	694.947	-101.342	563.634	126.34	697.432	-98.7477	563.515	125.553	694.302	-103.367	4.90533	3.65463	36.6177	-13.8028	-564.494	9.60002	9.19143	8.38998	14235.99460363388
74	7921.81	188.111	8188.74	7657.79	8558.06	96.151	8640.77	8370.3	1000.0	1000.0	374999	567.18	126.969	698.641	-105.947	567.18	126.971	696.759	-101.834	567.059	126.177	696.146	-108.283	4.9525	3.66837	32.5452	-16.7134	-568.049	9.79393	9.46674	8.60399	14427.4082198143
75	8086.31	112.537	8284.76	7950.36	8279.28	111.311	8394.49	8121.05	1000.0	1000.0	379999	570.9	126.696	699.378	-96.7251	570.9	126.697	700.213	-94.9661	570.786	125.897	698.564	-100.645	5.00947	3.66168	35.6915	-12.2204	-571.769	9.97037	9.53412	8.77939	14618.811873197556
76	8055.05	137.046	8292.08	7863.99	8506.32	90.8596	8660.81	8391.02	1000.0	1000.0	384999	574.09	127.025	717.052	-97.8228	574.09	127.027	719.703	-92.8045	573.971	126.241	717.414	-100.237	5.02747	3.66843	37.4604	-13.9968	-574.953	9.94032	9.52454	8.44005	14811.66386795044
77	8169.09	186.533	8374.28	7897.39	8759.28	92.0341	8882.46	8615.61	1000.0	1000.0	389999	577.866	126.864	722.175	-101.045	577.866	126.865	724.575	-94.4343	577.757	126.078	721.528	-100.806	5.03766	3.65189	39.1043	-11.9082	-578.74	10.0179	9.57318	8.62688	15003.17774939537
78	8125.06	198.573	8419.64	7834.47	8541.58	189.238	8863.39	8289.66	1000.0	1000.0	394999	581.14	127.797	726.559	-115.561	581.14	127.799	725.589	-108.765	581.03	127.02	724.369	-111.675	5.06855	3.66847	39.0909	-14.5285	-582.022	9.88532	9.49433	8.52045	15196.704067707062
79	8259.11	142.01	8457.18	8031.84	8500.8	121.074	8688.95	8328.76	1000.0	1000.0	399999	584.762	127.533	729.193	-115.29	584.762	127.535	730.014	-109.935	584.651	126.735	725.61	-110.708	5.0819	3.66201	40.8376	-13.3235	-585.635	10.0939	9.74979	8.68383	15388.157881259918
80	8261.84	190.107	8516.68	7982.99	8405.95	78.4826	8549.25	8311.62	1000.0	1000.0	404999	588.043	128.137	730.185	-101.751	588.043	128.138	731.719	-97.3391	587.942	127.351	731.542	-106.807	5.15629	3.69224	37.5912	-13.9178	-588.931	10.2654	9.85581	8.78148	15579.614236593246
81	8226.93	162.694	8406.57	7934.36	8487.15	130.96	8633.28	8263.57	1000.0	1000.0	409999	591.784	127.752	735.271	-105.002	591.784	127.753	735.782	-105.026	591.683	126.967	732.736	-113.743	5.18956	3.69312	38.057	-17.7506	-592.675	10.3788	9.98119	8.9451	15769.618137836456
82	8343.37	161.959	8546.69	8159.06	8746.15	88.2615	8912.65	8662.99	1000.0	1000.0	414999	594.83	128.304	737.399	-117.065	594.83	128.306	737.203	-114.786	594.73	127.502	736.857	-113.967	5.1565	3.68543	41.1546	-14.8429	-595.717	10.6721	10.211	9.00408	15961.045818090439
83	8326.15	165.877	8452.92	8012.61	8640.6	117.363	8777.24	8479.15	1000.0	1000.0	419999	598.171	128.359	739.678	-99.8133	598.171	128.361	741.397	-103.416	598.076	127.561	739.543	-101.32	5.20504	3.67811	33.052	-13.8339	-599.062	10.6244	10.2092	8.84621	16151.879303216934
84	8441.59	99.8369	8622.32	8343.4	8709.95	99.3172	8823.75	8560.59	1000.0	1000.0	424999	601.682	128.427	744.562	-96.016	601.682	128.429	745.812	-93.4933	601.582	127.632	743.955	-99.6689	5.19551	3.67473	35.4334	-11.9078	-602.575	10.6595	10.3201	9.03349	16343.187289237976
85	8528.29	176.595	8772.6	8263.95	8932.18	82.7896	9036.73	8827.2	1000.0	1000.0	429999	604.983	128.623	748.527	-105.319	604.983	128.625	749.205	-103.756	604.877	127.836	745.046	-103.474	5.21854	3.7035	35.7256	-13.317	-605.87	10.7734	10.3472	9.06918	16534.745746850967
86	8596.32	166.857	8860.81	8432.65	8924.73	81.6102	9022.75	8815.83	1000.0	1000.0	434999	608.338	128.835	751.972	-115.583	608.338	128.836	752.892	-107.296	608.256	128.034	750.084	-110.929	5.27889	3.72339	32.2977	-14.3381	-609.256	10.7828	10.4044	9.20328	16727.209707260132
87	8519.77	154.912	8775.91	8304.82	8909.58	127.489	9045.74	8688.97	1000.0	1000.0	439999	611.961	129.058	755.117	-88.4372	611.961	129.06	755.791	-87.0086	611.882	128.246	753.444	-96.9093	5.30941	3.71653	36.6388	-15.3685	-612.88	10.663	10.3192	9.03848	16919.138836860657
88	8516.22	261.296	8974.5	8175.66	8860.97	101.158	9003.32	8693.95	1000.0	1000.0	444999	615.066	129.299	757.794	-94.8469	615.066	129.301	758.602	-90.7715	614.98	128.496	755.767	-93.5963	5.31647	3.71645	38.78	-13.5665	-615.976	11.0382	10.5643	9.2947	17110.82490825653
89	8539.13	153.317	8749.25	8280.43	9192.2	106.846	9393.6	9078.33	1000.0	1000.0	449999	618.305	129.446	762.327	-97.2178	618.305	129.448	761.919	-93.1644	618.217	128.651	760.97	-98.9664	5.33494	3.71383	35.7267	-14.4379	-619.219	11.1339	10.7324	9.26658	17302.254348039627
90	8625.04	288.739	8937.38	8092.25	9197.94	158.071	9413.78	9031.53	1000.0	1000.0	454999	621.517	129.543	769.057	-89.4774	621.517	129.544	767.614	-79.6546	621.441	128.738	767.553	-87.1879	5.34862	3.73438	36.8724	-14.049	-622.43	11.1162	10.7323	9.35354	17494.021319627762
91	8793.37	112.117	8977.46	8644.76	8834.36	60.7334	8933.17	8769.55	1000.0	1000.0	459999	624.547	129.996	772.023	-86.6011	624.547	129.998	770.718	-78.8537	624.461	129.187	770.255	-88.4353	5.3983	3.74643	43.4708	-14.0357	-625.455	11.4565	11.0192	9.38305	17685.991171121597
92	8469.92	130.888	8619.39	8307.58	9217.15	128.352	9399.71	9047.78	1000.0	1000.0	464999	627.891	129.468	774.552	-76.5982	627.891	129.47	771.986	-71.0454	627.807	128.658	770.872	-78.7266	5.41173	3.74178	34.8348	-14.2228	-628.801	11.5058	11.0469	9.60841	17878.578525066376
93	8770.89	52.958	8845.27	8679.51	9372.15	116.069	9567.55	9204.88	1000.0	1000.0	469999	630.518	130.007	776.525	-80.9453	630.518	130.009	775.917	-68.4468	630.434	129.203	778.469	-80.0383	5.43688	3.73579	37.0729	-13.132	-631.426	11.6445	11.2426	9.58814	18070.506583213806
94	8874.82	147.629	9149.18	8720.59	9347.73	73.7369	9424.45	9233.92	1000.0	1000.0	474999	633.469	130.474	777.491	-84.4224	633.469	130.476	777.291	-76.8824	633.383	129.662	778.654	-87.1269	5.46096	3.7407	41.8185	-15.2035	-634.378	11.609	11.1927	9.47345	18262.22230362892
95	8837.33	156.461	8986.74	8541.35	9195.43	53.5875	9292.36	9146.65	1000.0	1000.0	479999	636.974	130.855	784.054	-90.7097	636.974	130.856	782.861	-78.7491	636.908	130.047	780.987	-90.0222	5.47258	3.75874	33.239	-12.514	-637.913	11.8776	11.4475	9.72268	18453.451783180237
96	8762.5	252.568	9079.11	8390.06	9359.89	38.9636	9433.07	9319.74	1000.0	1000.0	484999	640.193	130.675	783.78	-84.2831	640.193	130.678	784.543	-79.3768	640.114	129.865	782.875	-91.869	5.47284	3.74355	35.247	-12.425	-641.115	11.8534	11.4985	9.68062	18644.81624698639
97	8882.84	165.624	9081.92	8581.49	9342.19	120.187	9453.13	9161.44	1000.0	1000.0	489999	642.807	130.874	792.162	-93.9143	642.807	130.876	792.813	-86.4084	642.722	130.064	791.492	-95.8302	5.50351	3.74769	37.2496	-15.5257	-643.735	12.0907	11.6273	9.84708	18836.944793462753
98	8941.46	131.028	9110.16	8798.55	9309.45	188.98	9660.61	9152.84	1000.0	1000.0	494999	645.598	131.206	799.438	-105.434	645.598	131.208	797.912	-95.0323	645.526	130.398	795.892	-103.425	5.53311	3.75694	37.0947	-15.1397	-646.54	12.4352	11.9683	10.1705	19028.542537212372
99	9040.11	273.167	9245.76	8506.99	9040.16	95.0347	9176.2	8933.16	1000.0	1000.0	499999	648.635	131.237	803.331	-99.8507	648.635	131.239	802.881	-91.7879	648.562	130.415	804.049	-104.127	5.52441	3.72773	37.9985	-13.2731	-649.587	12.249	11.7899	9.81829	19220.340519189835
100	8911.54	228.261	9281.93	8627.78	9311.4	212.538	9551.85	8931.61	1000.0	1000.0	504999	651.227	131.48	804.058	-93.5659	651.227	131.482	804.427	-87.2383	651.13	130.67	805.468	-97.0685	5.53786	3.73254	36.5024	-13.451	-652.157	12.282	11.7433	9.74694	19411.712555885315
101	8966.13	130.188	9192.67	8786.6	9301.31	86.4975	9473.19	9243.06	1000.0	1000.0	509999	653.879	131.454	808.254	-119.807	653.879	131.456	808.255	-110.996	653.799	130.642	807.494	-124.575	5.58203	3.75944	39.0595	-13.1498	-654.827	12.5724	12.0517	9.977	19603.036225557327
102	9228.43	195.454	9498.46	8963.08	9539.81	95.1351	9643.27	9373.88	1000.0	1000.0	514999	656.576	131.805	812.2	-143.714	656.576	131.807	813.659	-133.517	656.498	130.979	809.651	-149.065	5.5874	3.74083	33.7693	-13.9141	-657.538	12.5567	12.0826	10.1497	19795.660183668137
103	9077.31	122.813	9223.55	8894.22	9667.29	73.7243	9772.06	9557.74	1000.0	1000.0	519999	659.555	131.712	815.582	-138.198	659.555	131.714	815.816	-126.506	659.481	130.894	812.513	-139.787	5.61485	3.73097	42.5871	-14.9029	-660.518	12.3521	11.9057	9.95183	19987.164189338684
104	9221.51	88.0362	9320.06	9079.18	9576.18	89.1588	9738.51	9474.05	1000.0	1000.0	524999	662.578	131.778	817.434	-114.746	662.578	131.78	818.915	-111.9	662.514	130.965	816.524	-116.069	5.64771	3.75366	39.3075	-14.7464	-663.547	12.3889	11.9714	9.8702	20178.84913778305
105	9247.71	104.858	9378.36	9075.55	9481.02	51.578	9565.03	9425.91	1000.0	1000.0	529999	665.347	132.231	819.746	-114.551	665.347	132.234	822.408	-107.032	665.28	131.411	820.079	-112.822	5.66059	3.76644	34.1171	-15.1485	-666.315	12.6616	12.224	10.4557	20370.401025772095
106	9363.22	73.7664	9495.1	9267.6	9530.11	97.8105	9641.61	9370.08	1000.0	1000.0	534999	668.759	131.835	827.88	-115.77	668.759	131.838	829.305	-111.372	668.693	131.003	830.125	-125.227	5.66281	3.74177	40.7325	-12.5182	-669.73	12.6105	12.1796	10.1046	20563.186097621918
107	9174.44	136.053	9370.59	8961.2	9386.7	168.202	9610.98	9137.89	1000.0	1000.0	539999	671.347	132.67	830.438	-121.197	671.347	132.671	831.06	-118.138	671.283	131.835	831.717	-133.064	5.69295	3.75066	39.1028	-16.1314	-672.327	12.7205	12.3296	10.2578	20754.061211586
108	9296.1	102.892	9416.26	9112.95	9670.78	100.671	9798.06	9528.32	1000.0	1000.0	544999	674.182	132.786	832.805	-128.72	674.183	132.788	834.459	-118.477	674.113	131.938	836.147	-120.289	5.72138	3.7552	39.3385	-15.3315	-675.148	12.8495	12.4224	10.3386	20943.1759929657
109	9209.24	98.3535	9365.17	9082.28	9382.29	99.2189	9521.53	9240.37	1000.0	1000.0	549999	676.677	132.855	834.998	-76.8485	676.677	132.858	835.486	-70.633	676.618	132.02	837.2	-91.778	5.72346	3.75569	37.8605	-14.6766	-677.646	12.9186	12.4884	10.3227	21130.97819519043
110	9275.05	86.7513	9433.55	9200.16	9753.52	101.281	9898.2	9599.82	1000.0	1000.0	554999	679.653	132.595	838.093	-88.3774	679.653	132.598	837.342	-89.3333	679.586	131.755	838.049	-102.222	5.75992	3.74331	39.6666	-12.2624	-680.634	12.8453	12.443	10.2325	21317.242365837097
111	9405.47	116.394	9517.46	9205.4	9819.02	201.9	10097.2	9551.13	1000.0	1000.0	559999	682.254	132.815	839.809	-94.6293	682.254	132.817	839.933	-88.6251	682.187	131.972	839.533	-97.9579	5.79169	3.75819	43.2356	-12.896	-683.23	13.0706	12.6324	10.4163	21502.67341542244
112	9371.47	101.272	9566.04	9268.34	9788.97	91.2926	9910.77	9670.4	1000.0	1000.0	564999	684.938	133.282	843.385	-104.438	684.938	133.284	842.269	-105.927	684.881	132.45	843.066	-109.48	5.79123	3.77808	42.5624	-12.3273	-685.93	12.861	12.4445	10.1833	21688.07821536064
113	9496.88	81.3894	9636.31	9394.85	9861.84	64.6993	9939.01	9771.65	1000.0	1000.0	569999	687.58	133.531	849.844	-107.902	687.58	133.532	849.049	-103.403	687.525	132.677	849.116	-111.769	5.81264	3.77623	46.4464	-16.3169	-688.581	12.9729	12.5587	10.2193	21873.62130689621
114	9483.09	110.99	9657.42	9328.08	9492.85	132.127	9658.26	9355.98	1000.0	1000.0	574999	690.152	133.402	853.955	-106.507	690.152	133.404	853.208	-99.3126	690.088	132.548	848.835	-111.288	5.82421	3.7755	41.6632	-13.4997	-691.136	12.9976	12.5877	10.1348	22060.22091794014
115	9415.54	124.163	9601.29	9212.19	9834.87	113.995	10015.7	9704.06	1000.0	1000.0	579999	692.633	133.486	855.0	-100.026	692.633	133.487	853.543	-99.8255	692.578	132.633	853.74	-110.404	5.84952	3.79336	35.7343	-12.9769	-693.627	12.8728	12.4864	10.3048	22246.328696727753
116	9510.72	103.839	9577.64	9304.76	9830.69	168.956	10063.8	9569.48	1000.0	1000.0	584999	695.027	133.903	857.462	-105.984	695.027	133.905	855.89	-100.355	694.958	133.044	855.135	-110.075	5.87978	3.80436	40.811	-11.9617	-696.003	12.9398	12.5079	10.242	22431.80832839012
117	9567.77	51.7052	9622.72	9480.27	9907.76	117.493	10000.4	9675.76	1000.0	1000.0	589999	697.529	133.189	857.043	-118.874	697.529	133.191	859.643	-114.487	697.451	132.321	855.632	-119.679	5.85478	3.77876	39.6881	-15.6801	-698.503	13.3122	12.8545	10.3898	22617.030071258545
118	9335.6	315.835	9551.43	8710.91	9957.38	63.0579	10070.8	9895.28	1000.0	1000.0	594999	699.643	133.73	858.648	-115.125	699.643	133.731	860.066	-108.188	699.573	132.86	857.572	-116.756	5.8702	3.80174	42.5203	-14.7772	-700.628	13.4411	13.0569	10.6454	22802.666224241257
119	9450.43	239.095	9782.4	9076.0	9889.74	129.175	10052.3	9668.06	1000.0	1000.0	599999	702.075	133.436	865.58	-88.757	702.075	133.438	864.311	-81.1752	702.001	132.574	864.052	-93.7997	5.89794	3.786	36.1197	-13.1641	-703.047	13.4122	12.9567	10.6601	22988.16453933716
120	9659.92	106.388	9804.22	9495.12	10088.7	163.981	10274.7	9886.67	1000.0	1000.0	604999	704.142	134.018	863.799	-93.3546	704.143	134.02	863.18	-89.146	704.07	133.148	864.375	-95.207	5.88681	3.78249	39.7172	-12.4608	-705.113	13.2458	12.885	10.625	23174.310037612915
121	9707.79	123.551	9851.74	9507.74	9987.66	100.588	10131.3	9816.23	1000.0	1000.0	609999	707.099	133.812	867.96	-83.7186	707.099	133.813	867.139	-84.5001	707.042	132.938	865.376	-94.8554	5.91533	3.79545	42.8503	-13.2996	-708.082	13.1935	12.8825	10.3381	23360.430830717087
122	9576.48	92.7259	9739.19	9457.85	10017.7	96.8815	10197.0	9917.24	1000.0	1000.0	614999	709.108	134.271	872.238	-96.0755	709.108	134.273	871.356	-93.4011	709.023	133.393	873.061	-103.013	5.90045	3.8047	43.8691	-13.8892	-710.069	13.3338	12.9835	10.5125	23545.48391008377
123	9567.82	116.667	9745.12	9381.31	10050.2	107.478	10189.7	9862.31	1000.0	1000.0	619999	711.544	133.634	870.429	-92.4516	711.544	133.636	870.83	-89.1185	711.473	132.746	871.577	-103.126	5.95262	3.78987	37.6652	-14.8505	-712.519	13.2988	12.9662	10.5527	23730.78683280945
124	9576.31	191.006	9847.57	9294.81	9853.5	62.2054	9970.59	9794.39	1000.0	1000.0	624999	713.075	134.166	875.415	-192.475	713.074	134.168	874.304	-171.49	712.975	133.293	873.818	-111.921	5.97117	3.81656	50.6235	-13.2783	-714.034	13.9263	13.4423	10.8562	23916.25280046463
125	9718.14	116.494	9905.41	9613.64	10087.7	62.1002	10159.1	9995.4	1000.0	1000.0	629999	715.048	133.688	873.728	-136.377	715.048	133.691	874.797	-119.35	714.954	132.796	873.712	-122.035	6.00206	3.80682	40.1207	-13.8603	-716.003	13.5393	13.103	10.5736	24103.45974421501
126	9698.7	144.232	9961.96	9555.05	9965.4	137.327	10177.3	9770.34	1000.0	1000.0	634999	716.815	134.21	875.383	-190.213	716.815	134.213	876.542	-145.084	716.722	133.325	876.229	-104.09	6.01873	3.81327	48.0939	-13.4032	-717.773	13.7136	13.2353	10.7971	24290.099383592606
127	9517.09	105.62	9720.25	9414.54	9884.66	72.3556	9955.83	9749.38	1000.0	1000.0	639999	718.968	133.785	879.161	-241.55	718.968	133.787	877.042	-245.632	718.87	132.901	877.995	-140.665	6.02124	3.81201	53.0141	-13.7421	-719.914	14.0352	13.6791	10.931	24475.975054979324
128	9677.43	146.855	9888.94	9500.85	10095.8	211.888	10406.5	9770.65	1000.0	1000.0	644999	720.991	133.977	879.315	-141.392	720.991	133.98	878.994	-147.002	720.898	133.079	878.931	-140.532	6.04105	3.82659	47.0871	-15.5066	-721.939	13.9357	13.4642	10.8669	24661.32585644722
129	9634.88	113.809	9775.34	9519.94	10187.2	101.71	10310.0	10007.3	1000.0	1000.0	649999	723.151	133.821	882.317	-164.227	723.151	133.824	880.948	-172.789	723.03	132.932	882.716	-137.175	6.01282	3.82418	44.5451	-13.8038	-724.073	13.9511	13.5669	10.9164	24847.64751148224
130	9655.4	142.836	9821.51	9476.21	9831.83	68.0043	9930.59	9757.3	1000.0	1000.0	654999	724.175	134.462	882.449	-158.836	724.175	134.463	881.836	-144.947	724.066	133.559	882.55	-126.808	6.00317	3.82266	46.3815	-13.5729	-725.109	13.6572	13.2151	10.6347	25034.256687641144
131	9607.13	176.076	9786.41	9313.79	9097.83	2208.88	10300.0	4681.53	1000.0	1000.0	659999	726.209	133.589	883.88	-153.065	726.209	133.591	883.681	-130.964	726.091	132.687	884.071	-146.721	6.03232	3.82085	48.9311	-13.5271	-727.131	13.8409	13.454	10.6951	25221.14347052574
132	9788.82	132.747	9972.43	9565.95	10177.6	127.394	10289.0	9965.67	1000.0	1000.0	664999	728.322	133.454	884.077	-112.936	728.322	133.456	885.19	-122.729	728.221	132.544	886.309	-145.089	6.06018	3.84301	45.4157	-15.2168	-729.262	13.4976	13.1742	10.6092	25407.510479450226
133	8566.76	2303.85	9792.15	3960.92	10253.8	49.1635	10314.6	10175.3	1000.0	1000.0	669999	729.859	133.686	886.591	-306.389	729.859	133.689	887.744	-302.306	729.726	132.786	884.892	-283.087	6.04104	3.83592	56.194	-13.452	-730.767	13.5941	13.2045	10.6982	25594.581010341644
134	9891.05	96.2295	10080.8	9820.1	10186.7	124.479	10326.2	9976.42	1000.0	1000.0	674999	730.295	135.56	884.792	-409.342	730.295	135.562	885.314	-330.142	730.147	134.666	885.509	-343.887	6.05626	3.81037	54.0367	-13.4855	-731.187	14.3667	13.874	11.0222	25782.22115588188
135	9909.31	140.469	10077.4	9701.62	10187.3	196.957	10557.4	10032.8	1000.0	1000.0	679999	731.703	135.387	885.746	-345.623	731.703	135.39	887.004	-331.04	731.553	134.499	887.109	-342.174	6.0743	3.8107	70.2907	-13.6279	-732.605	14.5409	13.9576	11.4004	25969.132035017014
136	9683.53	148.1	9858.51	9432.87	10139.0	46.0183	10191.8	10061.2	1000.0	1000.0	684999	733.07	135.637	888.048	-343.489	733.071	135.641	888.027	-308.23	732.93	134.741	886.746	-332.012	6.10268	3.82242	58.0424	-15.7446	-733.976	14.6246	14.0838	11.3373	26155.561267375946
137	9626.17	183.926	9945.03	9436.05	10203.5	106.79	10333.9	10077.8	1000.0	1000.0	689999	734.496	135.501	891.434	-331.454	734.496	135.504	889.495	-326.287	734.335	134.617	887.647	-289.946	6.10695	3.80696	53.0543	-13.895	-735.38	14.6092	14.0598	11.2385	26342.192247867584
138	9778.57	167.612	9938.39	9565.99	10176.3	46.568	10245.8	10109.5	1000.0	1000.0	694999	735.763	135.475	892.104	-311.378	735.762	135.477	891.476	-288.873	735.607	134.585	891.721	-309.157	6.09387	3.80282	61.0048	-17.2531	-736.642	14.1426	13.61	11.0694	26528.27411389351
139	9829.72	85.3674	9940.87	9726.32	10043.4	90.831	10200.3	9915.63	1000.0	1000.0	699999	737.408	135.354	895.521	-296.312	737.409	135.356	894.329	-305.763	737.246	134.465	893.884	-289.217	6.08409	3.79892	61.9586	-15.1723	-738.29	14.3614	13.835	11.0837	26714.96322607994
140	9917.59	127.324	10151.0	9775.96	10281.5	139.055	10511.2	10105.9	1000.0	1000.0	704999	738.952	135.666	893.018	-301.327	738.952	135.669	892.238	-305.802	738.794	134.75	896.048	-280.585	6.10607	3.8297	55.3856	-14.3394	-739.83	13.993	13.589	10.8926	26901.215859651566
141	9908.18	159.761	10158.6	9694.48	10183.4	110.095	10342.9	10029.2	1000.0	1000.0	709999	740.444	135.396	897.147	-240.81	740.444	135.398	895.518	-233.67	740.266	134.493	896.124	-259.069	6.10227	3.8039	67.0617	-15.7991	-741.306	13.9603	13.555	10.773	27087.489058494568
142	9894.96	290.172	10129.4	9335.12	10194.6	182.778	10358.0	9849.6	1000.0	1000.0	714999	741.959	134.84	897.582	-225.61	741.959	134.842	895.984	-208.948	741.776	133.93	895.377	-221.68	6.09592	3.81469	65.4487	-15.9381	-742.814	14.0256	13.5876	10.9895	27273.298618793488
143	9789.24	122.445	9991.77	9671.25	10212.3	85.7901	10334.0	10087.9	1000.0	1000.0	719999	743.451	134.842	899.783	-203.168	743.451	134.844	897.423	-196.472	743.271	133.929	898.286	-204.722	6.07294	3.80137	56.3636	-12.2996	-744.302	13.8155	13.4981	10.8256	27459.603859186172
144	9916.62	156.489	10157.8	9667.48	10227.2	82.7183	10337.8	10127.3	1000.0	1000.0	724999	744.675	135.162	900.287	-214.682	744.675	135.164	898.461	-216.757	744.498	134.249	901.044	-226.145	6.09389	3.79407	57.1436	-14.6555	-745.522	13.9336	13.5704	10.8212	27645.07630610466
145	9979.98	101.783	10158.9	9881.34	10070.6	106.639	10218.4	9909.01	1000.0	1000.0	729999	746.747	134.721	900.962	-225.701	746.747	134.723	901.659	-252.268	746.569	133.809	902.893	-246.101	6.12097	3.81262	54.5503	-18.0848	-747.6	13.9062	13.5638	10.8634	27831.24494242668
146	9986.45	149.397	10142.4	9717.84	10107.6	72.7642	10245.9	10044.5	1000.0	1000.0	734999	748.143	134.676	902.647	-198.835	748.142	134.677	902.446	-200.04	747.956	133.753	903.618	-206.453	6.11884	3.81353	65.4321	-14.2452	-748.983	14.1253	13.757	10.9491	28017.543841362
147	9738.69	376.713	10044.8	8997.56	10391.9	95.2609	10518.0	10282.0	1000.0	1000.0	739999	749.434	135.162	904.879	-161.657	749.434	135.164	904.774	-159.982	749.248	134.239	903.447	-175.128	6.10359	3.81173	64.4864	-13.0676	-750.277	13.8861	13.4482	10.7947	28203.616219758987
148	10033.4	185.733	10277.3	9789.98	10382.4	94.1654	10557.9	10299.7	1000.0	1000.0	744999	750.894	135.152	904.241	-214.215	750.894	135.154	904.463	-178.686	750.705	134.218	905.072	-200.856	6.13337	3.78514	63.3617	-14.9199	-751.735	14.0087	13.5578	10.775	28390.307079315186
149	10064.9	61.5801	10144.8	9964.56	10237.1	49.9529	10274.2	10138.1	1000.0	1000.0	749999	752.795	134.701	906.506	-163.448	752.794	134.703	906.322	-172.352	752.603	133.761	904.174	-163.957	6.11318	3.81087	56.9792	-13.5749	-753.626	14.2463	13.8452	11.1943	28577.461956739426
150	10007.4	229.077	10205.0	9568.4	10389.4	82.5965	10498.7	10255.5	1000.0	1000.0	754999	754.136	134.619	908.11	-152.789	754.136	134.621	907.127	-159.238	753.945	133.69	906.813	-163.972	6.1636	3.8122	55.6484	-11.658	-754.969	14.1043	13.6475	10.8547	28764.194575309753
151	9932.4	183.47	10209.5	9684.81	10273.1	132.14	10425.3	10064.6	1000.0	1000.0	759999	755.519	135.103	910.066	-128.891	755.52	135.104	909.928	-125.49	755.323	134.171	907.99	-166.628	6.13813	3.81637	56.1161	-14.7852	-756.35	13.8748	13.5318	10.6035	28950.61224246025
152	10010.5	108.87	10151.5	9820.81	10253.3	92.7983	10426.2	10162.9	1000.0	1000.0	764999	757.151	134.575	909.952	-153.939	757.151	134.576	910.062	-145.558	756.946	133.645	910.384	-190.615	6.13624	3.82175	56.0785	-12.6762	-757.967	13.9035	13.6105	10.7504	29136.674293994904
153	10035.5	125.963	10224.5	9856.49	10355.8	142.716	10609.0	10235.1	1000.0	1000.0	769999	758.259	135.332	910.749	-187.121	758.259	135.334	910.986	-174.695	758.064	134.403	908.435	-188.787	6.18328	3.82741	56.3063	-14.048	-759.091	14.0284	13.6807	11.0061	29324.969594717026
154	9873.28	249.81	10086.0	9433.34	10323.1	137.66	10548.1	10146.2	1000.0	1000.0	774999	760.26	134.979	912.242	-178.773	760.26	134.981	913.148	-133.871	760.063	134.05	909.553	-163.613	6.21002	3.83288	55.9597	-13.3829	-761.075	13.8212	13.5641	10.8402	29511.74631333351
155	10030.8	86.9378	10158.8	9894.05	10377.0	101.387	10495.0	10213.1	1000.0	1000.0	779999	761.448	135.376	912.512	-149.825	761.448	135.377	912.893	-156.929	761.233	134.449	912.46	-175.963	6.22162	3.83755	53.5208	-14.2423	-762.255	14.2046	13.9151	10.8268	29698.755731344223
156	10004.6	95.2731	10170.1	9895.4	10397.1	105.152	10541.2	10232.3	1000.0	1000.0	784999	762.658	134.843	917.419	-130.298	762.658	134.845	916.862	-165.588	762.438	133.911	918.195	-162.933	6.16836	3.83838	63.1188	-13.1944	-763.461	14.1677	13.8253	10.9245	29885.616424798965
157	10107.3	145.42	10202.8	9819.73	10398.9	128.974	10562.7	10206.6	1000.0	1000.0	789999	763.937	134.931	919.658	-183.326	763.937	134.933	919.458	-213.219	763.715	133.996	915.987	-193.631	6.19767	3.83908	58.1368	-12.9055	-764.747	14.0939	13.7504	10.7475	30073.056397676468
158	10230.7	163.976	10495.0	10035.4	10407.4	234.652	10630.9	9973.34	1000.0	1000.0	794999	764.983	135.387	920.909	-187.391	764.983	135.389	919.763	-172.945	764.75	134.47	920.514	-188.851	6.19885	3.82333	63.4278	-14.2725	-765.781	14.1889	13.858	10.9605	30261.018904924393
159	10089.7	128.079	10267.6	9913.25	10127.9	111.651	10310.3	9963.04	1000.0	1000.0	799999	766.583	134.633	921.726	-211.991	766.583	134.635	921.738	-190.725	766.354	133.685	919.344	-172.172	6.19553	3.80738	49.5699	-15.621	-767.379	14.4917	14.0621	11.1076	30447.540034770966
160	10053.8	195.817	10356.6	9810.76	10544.4	104.127	10674.4	10406.8	1000.0	1000.0	804999	767.822	135.037	923.414	-160.42	767.823	135.039	922.307	-162.171	767.592	134.088	917.479	-163.208	6.19216	3.83345	61.9528	-16.1735	-768.616	14.4027	14.0898	11.0941	30634.538754224777
