Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
77	8456.52	190.143	8694.14	8222.63	9076.91	44.4044	9145.38	9027.92	1000.0	1000.0	389999	564.017	131.481	702.897	9.12793	564.017	131.482	698.993	-0.994524	0.232489	0.00244906	0.236998	0.227086	-0.00341722	5.9976	3.9593	35.2209	-16.2491	-563.497	13.6656	13.754	9644.16061592102
78	8509.0	126.762	8687.6	8296.59	8765.54	72.92	8836.39	8631.77	1000.0	1000.0	394999	568.103	131.754	702.847	15.2679	568.103	131.755	701.904	9.05606	0.229784	0.00164129	0.232702	0.225665	0.000270439	6.00013	3.93809	34.0195	-12.7843	-567.594	13.5113	13.5996	9766.861134052277
79	8530.65	41.2605	8570.06	8465.8	8538.93	148.906	8761.27	8297.12	1000.0	1000.0	399999	572.263	132.01	705.932	10.866	572.263	132.011	705.766	15.2664	0.231779	0.00232322	0.236708	0.226423	1.91912e-05	5.99995	3.92615	42.1073	-13.8748	-571.753	13.6134	13.6627	9889.73986005783
80	8551.07	120.573	8708.85	8409.96	8383.26	147.039	8584.0	8163.17	1000.0	1000.0	404999	575.947	132.277	710.266	22.7457	575.947	132.277	709.888	-19.1063	0.231743	0.0015843	0.236949	0.228761	0.00165444	6.00107	3.92055	40.2403	-13.8696	-575.454	13.6699	13.706	10012.659034013748
81	8531.51	228.152	8744.17	8096.11	9211.75	143.66	9349.65	8943.24	1000.0	1000.0	409999	580.031	132.051	714.345	7.61304	580.031	132.051	715.558	11.9666	0.231772	0.00223859	0.235362	0.225968	0.000103289	6.00001	3.92834	37.5895	-14.6118	-579.525	13.7799	13.8541	10135.419662714005
82	8592.37	120.144	8686.27	8367.71	8948.79	119.063	9123.09	8775.86	1000.0	1000.0	414999	583.257	132.346	721.919	7.635	583.257	132.346	720.986	23.0314	0.232034	0.00203745	0.236894	0.227954	0.00074849	6.00045	3.92251	42.0127	-13.6602	-582.751	13.9857	14.0152	10258.182503700256
83	8630.14	197.397	8831.83	8346.9	9069.31	41.2167	9122.13	9005.83	1000.0	1000.0	419999	586.508	132.719	723.981	15.5018	586.508	132.72	725.526	20.3097	0.23316	0.00124264	0.236552	0.230285	0.00154608	6.001	3.90418	38.0427	-14.0749	-585.988	13.9793	14.0692	10380.984761714935
84	8516.47	132.662	8682.98	8313.95	9009.06	120.488	9197.36	8855.94	1000.0	1000.0	424999	589.962	132.557	728.648	23.1596	589.962	132.557	728.258	23.104	0.231918	0.00199398	0.236602	0.22844	-0.000802997	5.99938	3.90795	36.4023	-13.0209	-589.454	14.0642	14.1102	10503.801561117172
85	8657.94	56.7103	8731.74	8590.81	8146.1	2002.75	9323.57	4148.46	1000.0	1000.0	429999	593.147	132.655	730.692	18.3915	593.147	132.655	732.282	11.9295	0.235304	0.00242567	0.241474	0.230996	0.0039054	6.00263	3.90239	39.2867	-15.296	-592.616	14.3042	14.3816	10626.642143249512
86	8701.55	176.726	8996.45	8498.96	9342.18	114.257	9528.51	9202.7	1000.0	1000.0	434999	596.259	132.231	731.539	23.231	596.259	132.232	733.876	20.2787	0.233908	0.00261731	0.239633	0.228467	-0.00714831	5.99502	3.88842	36.3319	-12.9862	-595.742	14.1679	14.1995	10749.424780845642
87	8695.75	138.363	8897.17	8469.02	9160.72	64.2894	9247.37	9061.34	1000.0	1000.0	439999	599.096	132.491	736.999	20.3972	599.096	132.491	741.836	23.7909	0.230973	0.00160825	0.234355	0.227242	0.00288584	6.00192	3.8835	42.1105	-17.7315	-598.574	14.0857	14.1286	10872.249364376068
88	8823.47	90.4219	8966.39	8686.4	9168.23	32.0538	9194.81	9106.33	1000.0	1000.0	444999	602.062	133.055	738.75	22.2618	602.062	133.056	742.421	21.5175	0.231701	0.00161326	0.234755	0.228082	0.00153913	6.00099	3.86693	37.586	-12.5657	-601.555	14.0452	14.0815	10994.908301115036
89	8511.8	466.356	9029.07	7655.94	9242.44	142.645	9421.58	9002.25	1000.0	1000.0	449999	605.301	133.009	742.886	-90.834	605.301	133.009	745.993	-45.0967	0.232862	0.00149326	0.235862	0.228825	0.00163836	6.00107	3.87115	39.7893	-12.2971	-604.775	14.4532	14.4242	11117.635987758636
90	8757.05	174.186	9003.19	8458.43	9084.61	79.5072	9173.17	8959.13	1000.0	1000.0	454999	608.231	133.368	750.669	-49.6366	608.231	133.369	750.557	-37.7913	0.232761	0.00206999	0.237432	0.228807	-0.00416993	5.99707	3.86631	38.0823	-15.9628	-607.705	15.2772	15.2275	11240.375271320343
91	8862.87	200.148	9041.11	8478.27	9340.88	49.0722	9431.56	9282.42	1000.0	1000.0	459999	611.05	133.66	752.413	-46.2602	611.05	133.661	751.215	-15.0843	0.232924	0.00206596	0.236388	0.228092	0.00157346	6.00102	3.86783	39.6234	-15.3634	-610.516	15.1956	15.0804	11363.26857161522
92	8969.02	91.8247	9129.9	8883.13	9014.66	34.0662	9073.19	8966.81	1000.0	1000.0	464999	614.042	133.684	754.116	-14.0556	614.042	133.685	755.352	-10.8233	0.233489	0.00150094	0.236691	0.228957	-0.00147897	5.99893	3.84985	37.4158	-13.3207	-613.508	15.0434	14.9557	11486.017654895782
93	8960.75	110.605	9111.77	8772.46	9297.39	81.9551	9413.94	9161.45	1000.0	1000.0	469999	616.845	133.886	755.783	-34.2007	616.846	133.887	757.659	-17.7955	0.233368	0.00142904	0.237632	0.230575	0.00482404	6.00326	3.83758	39.3094	-14.4393	-616.327	15.0073	15.024	11608.88543510437
94	8977.37	115.021	9146.88	8837.62	9317.08	154.134	9531.1	9112.21	1000.0	1000.0	474999	619.528	134.265	761.431	-1.94058	619.528	134.266	759.982	8.42941	0.233668	0.00166021	0.237283	0.229413	-0.00246165	5.99824	3.85611	38.9517	-12.2244	-619.006	14.8329	14.8354	11731.578704118729
95	8896.71	171.256	9201.33	8710.1	9420.94	168.011	9660.27	9154.1	1000.0	1000.0	479999	622.617	133.652	768.544	17.7152	622.617	133.652	768.21	8.71751	0.235668	0.00168605	0.239686	0.231817	0.00368548	6.00249	3.85024	38.5762	-16.1392	-622.073	15.0671	15.0826	11854.316723108292
96	8976.7	163.809	9193.46	8719.23	9361.22	173.223	9687.92	9171.79	1000.0	1000.0	484999	625.036	133.037	769.955	-40.866	625.036	133.038	767.92	8.84866	0.235214	0.00318547	0.241369	0.229062	-0.00257344	5.99815	3.84748	48.6842	-12.8908	-624.494	14.9704	14.9455	11977.235062599182
97	8907.6	185.695	9109.86	8597.74	9172.7	118.872	9376.06	9037.46	1000.0	1000.0	489999	627.216	133.562	772.586	8.72604	627.215	133.563	772.333	9.07803	0.233918	0.0016362	0.237416	0.230275	0.00136166	6.00088	3.85404	46.4214	-13.9282	-626.677	15.1224	15.1081	12100.124818086624
98	8851.54	173.45	8985.18	8517.75	9490.59	72.0175	9578.84	9384.76	1000.0	1000.0	494999	629.898	133.617	775.134	3.52227	629.898	133.617	774.456	18.9474	0.233159	0.0015332	0.235995	0.22925	-0.000990829	5.99926	3.83493	42.5407	-14.0694	-629.363	14.8926	14.8718	12222.890803575516
99	9011.04	102.518	9133.55	8874.87	9559.46	98.166	9666.39	9389.57	1000.0	1000.0	499999	633.011	133.299	778.582	26.3731	633.012	133.299	776.385	14.7399	0.233269	0.00181117	0.237538	0.2292	-0.00141566	5.99896	3.83116	41.6509	-18.8473	-632.475	15.0668	15.0403	12345.801124095917
100	9028.69	85.903	9157.96	8931.29	9534.83	148.056	9789.42	9385.71	1000.0	1000.0	504999	635.727	133.501	782.169	4.19123	635.727	133.502	779.103	15.9716	0.233174	0.00168277	0.238104	0.22933	0.00219136	6.00145	3.83835	43.9773	-14.1206	-635.193	15.1313	15.0608	12468.558298587799
101	9153.7	147.135	9353.72	8898.36	9415.24	109.87	9570.93	9260.81	1000.0	1000.0	509999	638.242	134.024	782.013	-0.602208	638.242	134.024	782.002	6.3235	0.235123	0.00263372	0.240923	0.230869	0.00337372	6.00228	3.83524	40.606	-12.866	-637.702	15.2082	15.1629	12591.316403627396
102	9039.72	123.829	9175.36	8830.22	9669.03	108.002	9790.8	9508.26	1000.0	1000.0	514999	640.316	133.953	785.273	27.1624	640.316	133.954	784.546	16.6622	0.235049	0.00181974	0.239568	0.231246	-0.00557632	5.99608	3.82992	37.4732	-13.1476	-639.771	15.2935	15.332	12714.05027961731
103	9152.86	108.937	9254.35	8942.81	9461.95	151.406	9603.01	9184.55	1000.0	1000.0	519999	642.975	133.627	785.913	0.616454	642.975	133.628	785.554	23.4184	0.232186	0.00209201	0.237197	0.226842	0.00333659	6.00225	3.82118	38.6931	-13.1191	-642.441	15.1251	15.1211	12837.045805931091
104	9149.74	169.137	9356.9	8881.29	9226.89	93.3733	9327.01	9060.17	1000.0	1000.0	524999	645.406	133.711	787.245	17.6763	645.405	133.711	786.861	9.19802	0.234732	0.00235491	0.238906	0.229223	-0.00014171	5.99984	3.83066	42.1951	-12.5962	-644.851	15.1898	15.2426	12959.931024074554
105	9199.52	95.6412	9321.08	9065.14	9533.54	103.204	9633.57	9368.25	1000.0	1000.0	529999	647.436	133.836	790.335	0.301478	647.436	133.836	789.862	-27.9846	0.233832	0.00230477	0.239356	0.227945	-0.00777391	5.99461	3.82737	41.9375	-13.968	-646.899	15.2524	15.3081	13082.892534255981
106	9226.23	112.338	9426.53	9092.65	9621.12	105.556	9736.76	9450.22	1000.0	1000.0	534999	650.432	133.753	791.557	30.7968	650.432	133.752	791.826	29.8755	0.234186	0.00184008	0.238517	0.228136	0.00704253	6.00476	3.82542	40.7677	-12.2348	-649.894	15.1115	15.1381	13205.787630319595
107	9248.6	89.0571	9326.47	9089.15	9654.4	171.678	9867.7	9376.33	1000.0	1000.0	539999	653.097	134.027	795.374	20.4252	653.096	134.027	792.436	19.7396	0.231314	0.00210829	0.235544	0.226016	-0.000406097	5.99965	3.82529	43.1718	-15.6981	-652.572	14.9509	15.0063	13328.541766405106
108	9095.6	95.017	9250.44	8981.56	9669.53	47.8284	9724.07	9596.37	1000.0	1000.0	544999	655.565	134.118	797.918	4.64245	655.565	134.118	795.776	19.9687	0.232401	0.00186159	0.236606	0.227534	-0.00387124	5.99728	3.81741	40.1746	-12.7193	-655.022	15.3856	15.4116	13451.339429616928
109	9433.86	154.366	9642.02	9162.72	9813.54	158.44	9998.84	9633.4	1000.0	1000.0	549999	658.039	134.505	802.502	14.3652	658.039	134.504	803.595	13.9874	0.232067	0.00206358	0.236093	0.227271	0.00362413	6.00242	3.82408	49.9794	-15.6533	-657.519	15.2209	15.2922	13574.234559059143
110	9315.9	154.569	9538.5	9118.68	9687.94	101.73	9869.4	9585.35	1000.0	1000.0	554999	660.77	134.575	803.976	23.2676	660.77	134.576	804.473	25.37	0.230722	0.00295918	0.238304	0.226404	-0.00324996	5.99771	3.82682	39.642	-12.9534	-660.248	15.4358	15.3878	13697.004854440689
111	9301.84	119.233	9500.44	9146.55	9797.18	61.8096	9871.84	9712.23	1000.0	1000.0	559999	663.543	134.818	809.533	17.6504	663.544	134.818	811.07	12.8035	0.233134	0.00238744	0.238663	0.228633	0.00775958	6.00528	3.82749	49.6806	-12.6049	-663.012	15.6769	15.7145	13819.806924819946
112	9413.18	83.6651	9567.24	9327.12	9758.68	72.5762	9850.01	9645.89	1000.0	1000.0	564999	666.033	134.967	810.539	30.6309	666.032	134.966	811.813	17.0096	0.232814	0.00189317	0.236988	0.227358	-0.00394628	5.99721	3.81488	41.6015	-13.468	-665.496	15.6091	15.6694	13942.674561738968
113	9461.73	78.255	9575.96	9374.77	9839.5	135.984	9977.2	9588.08	1000.0	1000.0	569999	668.686	135.02	813.835	8.22318	668.685	135.021	814.667	4.21924	0.231856	0.00209808	0.236295	0.226665	0.000740613	6.00045	3.82421	46.3469	-16.3741	-668.159	15.558	15.572	14065.63559627533
114	9430.78	159.081	9659.75	9190.25	9828.87	163.556	10131.6	9634.48	1000.0	1000.0	574999	671.706	134.807	816.437	-5.87552	671.706	134.807	816.844	2.43745	0.230949	0.00199142	0.236297	0.226044	-0.0038343	5.99732	3.81077	48.9897	-13.8427	-671.2	15.5241	15.6042	14188.742110490799
115	9534.47	69.3395	9599.29	9404.39	9611.09	111.439	9732.01	9408.41	1000.0	1000.0	579999	674.216	135.45	819.284	14.3268	674.216	135.451	819.922	24.9052	0.231937	0.00266793	0.236805	0.225726	0.00513405	6.00347	3.82384	43.7436	-13.8543	-673.71	15.6721	15.6957	14312.01758813858
116	9423.58	136.88	9612.01	9213.0	10013.6	85.132	10091.3	9857.92	1000.0	1000.0	584999	677.145	135.841	820.333	-16.524	677.145	135.842	823.59	-31.0853	0.231807	0.00175991	0.235847	0.22825	-0.0056882	5.99603	3.82401	48.1054	-13.3261	-676.646	15.6623	15.7691	14435.02127456665
117	9504.42	69.7539	9572.43	9405.93	9858.88	214.47	10035.8	9440.87	1000.0	1000.0	589999	680.049	135.176	831.244	27.5173	680.049	135.176	827.469	26.8984	0.230058	0.00112665	0.232485	0.227502	9.7406e-05	6.00001	3.81787	49.57	-13.6581	-679.55	15.5316	15.5403	14558.474620103836
118	9524.14	317.435	9922.55	9028.67	9931.78	85.225	10058.7	9812.98	1000.0	1000.0	594999	682.968	135.91	829.73	26.4255	682.968	135.911	830.705	27.3931	0.23085	0.0012789	0.233217	0.227887	-0.000551535	5.99956	3.82385	47.9737	-13.3513	-682.479	15.5898	15.7383	14681.831374406815
119	9456.84	123.837	9622.95	9314.53	9906.36	128.073	10039.1	9736.87	1000.0	1000.0	599999	685.774	136.236	831.685	10.0459	685.774	136.235	832.714	23.3984	0.22983	0.00171053	0.23358	0.225202	0.00114004	6.00071	3.83225	43.5519	-14.6137	-685.289	15.5331	15.6886	14804.833527565002
120	9670.67	163.209	9938.6	9424.21	10165.8	95.087	10271.2	10044.3	1000.0	1000.0	604999	688.178	136.947	836.251	20.3193	688.178	136.948	838.156	27.2034	0.234263	0.00105951	0.236873	0.230345	0.00428841	6.00288	3.83412	47.8342	-13.0067	-687.681	15.7016	15.8213	14927.330347776413
121	9708.89	137.94	9861.97	9457.31	9941.47	69.8135	10056.5	9838.08	1000.0	1000.0	609999	690.669	137.051	837.786	21.2062	690.669	137.051	838.59	-7.54576	0.233834	0.00211158	0.239107	0.227942	-0.00204884	5.99853	3.83597	47.9742	-13.8719	-690.173	16.0283	16.1829	15049.91416835785
122	9688.82	180.405	9949.04	9433.34	10178.3	152.668	10371.8	9917.49	1000.0	1000.0	614999	693.346	136.94	842.236	3.68724	693.346	136.939	841.672	-2.50514	0.23396	0.00172787	0.238716	0.229885	0.00695012	6.00475	3.83031	48.3096	-13.8034	-692.858	16.0296	16.1443	15172.52297282219
123	9687.23	39.6953	9721.73	9609.59	10018.3	72.2638	10132.8	9919.55	1000.0	1000.0	619999	696.004	137.107	849.116	-19.7176	696.004	137.107	845.539	-12.8373	0.236042	0.00207001	0.23999	0.230837	-0.00284663	5.99796	3.83507	44.7729	-13.3851	-695.513	16.2891	16.4559	15294.241938591003
124	9727.32	174.457	10003.4	9482.0	9893.35	154.022	10103.3	9671.26	1000.0	1000.0	624999	698.144	136.982	850.226	1.20062	698.144	136.982	847.104	17.2336	0.237351	0.00228926	0.241712	0.231268	0.00509428	6.0035	3.82622	44.679	-13.4676	-697.638	16.2932	16.4299	15415.57685303688
125	9726.3	96.4848	9856.95	9562.14	9977.15	116.332	10125.3	9853.34	1000.0	1000.0	629999	700.399	137.527	852.256	19.6334	700.399	137.527	848.762	2.88331	0.235776	0.00200671	0.240539	0.231393	-0.00315093	5.99774	3.83836	48.8298	-15.1787	-699.92	16.2392	16.4114	15536.770427465439
126	9828.5	216.095	10062.9	9471.72	10240.3	69.596	10364.4	10183.5	1000.0	1000.0	634999	702.849	138.107	852.002	22.4314	702.849	138.107	853.86	22.6016	0.235529	0.00191294	0.240365	0.231175	0.00178626	6.00119	3.82143	48.2808	-13.2356	-702.357	16.3095	16.5155	15657.86126589775
127	10050.0	90.9649	10210.1	9965.02	10309.3	76.9667	10438.4	10207.5	1000.0	1000.0	639999	705.583	138.218	857.452	-7.7588	705.583	138.218	857.725	9.57017	0.237035	0.00272063	0.24103	0.231208	-0.00241261	5.99827	3.83657	49.1601	-13.0441	-705.103	16.4376	16.5356	15779.039158821106
128	9897.89	137.538	10092.0	9760.29	10124.1	85.5795	10287.4	10044.4	1000.0	1000.0	644999	708.33	138.18	860.869	12.5187	708.33	138.18	861.078	-15.9388	0.235934	0.0022375	0.239954	0.230766	0.001889	6.00126	3.83168	46.8544	-15.3221	-707.872	16.6408	16.7665	15900.184218883514
129	9806.9	290.106	10349.8	9559.51	10300.7	102.536	10498.2	10200.1	1000.0	1000.0	649999	710.9	138.54	861.62	3.43295	710.9	138.539	862.157	14.8308	0.238151	0.00185084	0.2414	0.232595	0.00015805	6.00005	3.83474	40.4557	-12.9153	-710.417	16.7363	17.0279	16021.518110990524
130	9894.03	115.489	10111.4	9801.6	10257.9	117.059	10463.4	10128.9	1000.0	1000.0	654999	712.927	138.949	863.325	14.8975	712.927	138.95	862.98	16.859	0.239058	0.00248149	0.244433	0.234215	-0.000419471	5.99965	3.83424	47.6452	-14.9655	-712.436	16.721	16.9659	16142.687226295471
131	9868.97	152.699	10037.8	9642.4	10180.2	157.165	10338.5	9881.9	1000.0	1000.0	659999	715.263	138.548	866.104	3.59286	715.263	138.548	864.901	3.37316	0.240739	0.00183323	0.244885	0.237246	0.00120574	6.00078	3.84036	46.7413	-12.7797	-714.76	16.7117	16.892	16263.906730413437
132	10079.7	173.904	10327.2	9865.75	10498.6	133.16	10621.0	10241.0	1000.0	1000.0	664999	717.281	138.993	869.898	-4.96803	717.281	138.993	868.59	2.31357	0.240227	0.00184168	0.243873	0.236116	0.000860049	6.00055	3.82007	48.411	-15.259	-716.788	17.0287	17.1958	16385.038776159286
133	10020.7	157.355	10321.9	9889.82	10365.5	149.732	10531.7	10160.8	1000.0	1000.0	669999	719.387	138.776	869.971	29.8404	719.387	138.775	873.284	22.7915	0.241246	0.00173036	0.246491	0.237103	0.00572812	6.00399	3.81467	42.7922	-14.0605	-718.885	16.7826	17.0382	16506.449660539627
134	10118.8	78.4564	10221.6	9998.16	10251.3	74.753	10385.8	10185.2	1000.0	1000.0	674999	721.092	139.248	877.231	-12.6121	721.092	139.247	875.017	8.31822	0.242069	0.00166541	0.246056	0.238132	-0.00554209	5.99602	3.80838	39.9707	-15.5593	-720.587	17.2473	17.4981	16627.467243433
135	10132.5	139.511	10301.7	9949.98	10615.3	226.359	10852.5	10206.3	1000.0	1000.0	679999	723.49	138.97	877.918	23.9853	723.489	138.969	877.932	22.9821	0.242373	0.0015045	0.245434	0.239165	0.00307742	6.00212	3.80225	44.4767	-13.2787	-722.985	17.4401	17.6497	16748.61392712593
136	10168.8	136.803	10299.0	9952.44	10453.7	108.351	10618.5	10277.4	1000.0	1000.0	684999	725.496	139.427	881.133	-3.06147	725.496	139.426	879.48	3.34523	0.242552	0.00206049	0.247474	0.237317	0.00377023	6.00262	3.80923	47.5377	-13.8043	-724.997	17.3223	17.5559	16869.794662237167
137	9945.9	145.17	10128.8	9756.22	10679.5	139.743	10848.2	10431.6	1000.0	1000.0	689999	727.377	139.496	882.244	-41.7316	727.376	139.496	882.361	-11.285	0.243452	0.00252245	0.248616	0.238593	-0.00223812	5.99835	3.80957	51.175	-14.4418	-726.88	17.4321	17.7264	16991.00090956688
138	10255.7	180.238	10446.9	9940.15	10509.9	65.106	10627.6	10434.7	1000.0	1000.0	694999	729.24	139.755	883.655	14.7347	729.24	139.754	884.799	12.1122	0.24478	0.00164755	0.2487	0.241308	0.00453241	6.00317	3.81751	42.8761	-13.8255	-728.723	17.6405	17.8795	17112.100654363632
139	10155.7	243.838	10442.7	9825.91	10708.3	121.743	10875.3	10544.7	1000.0	1000.0	699999	730.537	139.839	887.922	-10.2184	730.537	139.839	884.695	13.1443	0.247744	0.00237094	0.252318	0.240941	0.00152305	6.00103	3.80687	42.4284	-13.1812	-729.989	17.7607	17.942	17233.24153804779
140	10105.4	127.998	10352.3	9996.07	10447.4	110.1	10617.3	10286.3	1000.0	1000.0	704999	732.349	139.745	885.546	18.597	732.348	139.744	886.07	-5.61869	0.242842	0.00216302	0.250215	0.238187	-0.00546647	5.99602	3.80951	38.6319	-15.2302	-731.845	17.9374	18.0869	17354.369475364685
141	10227.1	64.6879	10340.5	10141.2	10632.2	45.9076	10686.5	10565.2	1000.0	1000.0	709999	734.355	139.671	886.791	-5.28026	734.356	139.67	886.237	-9.53451	0.245632	0.0017228	0.249695	0.241817	-0.000237841	5.99977	3.79612	41.6089	-13.3572	-733.823	17.6195	17.8398	17475.91537976265
142	10208.6	181.411	10434.1	9978.35	10712.3	317.648	11014.7	10155.4	1000.0	1000.0	714999	736.371	139.683	890.126	1.62306	736.371	139.683	892.187	0.318888	0.243814	0.00204801	0.249027	0.239769	-0.00152838	5.99887	3.80802	44.5513	-13.4295	-735.856	17.7501	17.9467	17597.336007118225
143	10240.1	247.042	10539.4	9897.27	10833.0	92.3251	10970.2	10700.6	1000.0	1000.0	719999	738.644	139.721	895.849	-3.18729	738.644	139.72	893.871	16.2356	0.243903	0.00233697	0.249503	0.238758	0.00547053	6.00384	3.81333	44.2324	-11.8762	-738.13	18.0301	18.2928	17718.475068092346
144	10275.7	131.791	10389.3	10069.0	10607.8	117.87	10780.9	10462.7	1000.0	1000.0	724999	740.505	139.907	894.788	32.3778	740.504	139.906	893.629	18.6779	0.243661	0.00200738	0.248616	0.240226	0.000259408	6.00012	3.81985	43.3623	-12.8596	-739.977	17.7688	17.9879	17840.028652191162
145	10320.7	93.7038	10423.9	10202.5	10682.0	68.3484	10759.4	10585.7	1000.0	1000.0	729999	742.476	140.217	903.144	15.7235	742.476	140.217	898.708	28.9545	0.246394	0.00206311	0.250829	0.24079	-0.00171108	5.99871	3.81321	45.8011	-13.0903	-741.938	18.0794	18.3327	17961.410130023956
146	10287.3	200.984	10570.7	9981.72	10786.3	42.8729	10835.7	10715.3	1000.0	1000.0	734999	744.249	140.383	898.638	8.19467	744.249	140.382	897.788	8.16705	0.2446	0.00225189	0.249472	0.239497	-0.00101205	5.99922	3.80273	42.4369	-15.6312	-743.722	17.9789	18.2852	18082.73466014862
147	10402.8	125.21	10524.3	10196.6	10706.9	136.794	10867.4	10491.0	1000.0	1000.0	739999	746.195	140.414	898.914	18.1865	746.194	140.413	900.464	13.2321	0.24652	0.00161351	0.250074	0.24215	0.0025754	6.00178	3.81205	46.9405	-13.7306	-745.651	18.1873	18.3247	18203.918108701706
148	10546.5	171.482	10731.6	10225.2	10913.6	100.651	11012.4	10750.3	1000.0	1000.0	744999	747.817	140.427	905.373	23.5474	747.817	140.426	900.316	17.9955	0.248892	0.00198589	0.252687	0.243387	-0.00101867	5.99921	3.82082	42.4268	-15.4898	-747.262	18.4229	18.6799	18325.132803440094
149	10346.8	147.961	10621.1	10215.5	10957.4	115.529	11068.0	10783.8	1000.0	1000.0	749999	749.56	140.485	905.603	-27.0204	749.56	140.484	903.029	-8.65346	0.246806	0.00278226	0.254157	0.241378	0.000376156	6.00021	3.80914	44.7448	-12.3827	-749.029	18.3233	18.4478	18446.59858560562
150	10481.0	305.668	10920.7	9960.75	10996.4	125.933	11127.3	10778.4	1000.0	1000.0	754999	751.373	140.654	907.139	1.78405	751.373	140.653	903.342	-8.05564	0.248803	0.00168413	0.252799	0.243786	0.00285795	6.002	3.80929	47.9225	-14.5393	-750.822	18.1858	18.431	18567.647970199585
151	10398.2	216.414	10561.7	9986.85	11077.4	36.5839	11121.7	11012.0	1000.0	1000.0	759999	752.992	140.806	908.469	-31.835	752.992	140.806	908.207	-7.48018	0.24959	0.00226116	0.253427	0.244638	-0.00222619	5.99834	3.80576	47.4911	-12.5356	-752.44	18.4967	18.758	18688.969907045364
152	10466.0	207.658	10806.2	10165.0	11074.7	154.793	11320.1	10906.2	1000.0	1000.0	764999	754.823	140.981	907.963	-1.84004	754.823	140.981	908.101	-4.6334	0.249312	0.00196893	0.254677	0.244873	-0.000581079	5.99952	3.80003	46.6681	-13.7699	-754.273	18.6774	18.8836	18810.371416568756
153	10490.8	145.128	10619.1	10210.3	10746.5	90.7635	10914.2	10664.1	1000.0	1000.0	769999	756.388	141.628	914.227	24.4109	756.388	141.627	913.575	17.0734	0.252035	0.00174384	0.255501	0.247362	0.0046157	6.00328	3.80378	41.3069	-14.2101	-755.835	18.6633	18.9425	18931.62394094467
154	10451.1	158.946	10698.6	10262.8	11149.8	89.1632	11282.7	11036.5	1000.0	1000.0	774999	758.729	141.385	914.128	-29.7294	758.729	141.384	913.097	-6.69418	0.250055	0.00210699	0.255612	0.245437	-0.00520754	5.99619	3.79875	38.1631	-14.613	-758.177	18.5691	18.8099	19052.928953170776
155	10628.5	129.53	10876.2	10499.3	11225.2	89.992	11387.5	11119.8	1000.0	1000.0	779999	760.63	141.452	917.633	22.5434	760.63	141.451	916.074	29.6749	0.25176	0.00327862	0.258342	0.244575	0.00584631	6.00415	3.78957	47.563	-14.6566	-760.083	18.7729	19.0857	19174.22368812561
156	10230.8	726.971	10806.3	8811.31	11158.9	136.007	11408.6	11028.5	1000.0	1000.0	784999	762.076	141.839	917.24	21.4227	762.075	141.838	916.094	15.6999	0.253441	0.00192675	0.258096	0.24906	0.000779164	6.0005	3.78567	50.1764	-11.7627	-761.506	19.6201	19.9646	19295.57244038582
157	10618.2	110.646	10766.5	10456.7	10921.9	126.052	11099.9	10758.4	1000.0	1000.0	789999	763.566	142.073	919.654	28.5557	763.566	142.072	919.274	0.00342405	0.254793	0.00235447	0.259491	0.249367	9.93042e-06	5.99995	3.79264	40.8265	-12.2476	-762.975	19.534	19.86	19417.315419197083
158	10351.6	261.23	10633.5	9924.31	11165.1	96.8403	11288.1	11019.8	1000.0	1000.0	794999	765.238	142.272	924.77	10.8424	765.238	142.271	922.317	19.0948	0.252119	0.00360196	0.259185	0.243743	0.00269877	6.00191	3.77567	44.63	-14.9523	-764.664	19.7467	19.9391	19538.829074144363
159	10492.2	206.753	10766.3	10228.0	11141.5	207.168	11458.1	10864.8	1000.0	1000.0	799999	767.308	141.852	925.424	8.99411	767.308	141.852	922.38	2.68222	0.25228	0.00176471	0.255844	0.247797	-0.00407803	5.99697	3.76833	44.0326	-13.7644	-766.738	19.9476	20.1319	19660.302040815353
160	10690.7	207.32	11021.3	10384.3	11197.2	65.2946	11314.3	11145.3	1000.0	1000.0	804999	768.957	142.806	928.382	-2.90701	768.957	142.806	926.847	-13.1638	0.253857	0.00208901	0.257562	0.247039	0.00357856	6.00254	3.77817	40.9573	-13.7475	-768.386	19.9335	20.1812	19781.707810163498
161	10628.6	230.607	10878.2	10218.1	11156.5	143.58	11331.2	10910.5	1000.0	1000.0	809999	770.606	142.98	930.203	1.74029	770.605	142.98	927.075	20.775	0.255963	0.00303958	0.261368	0.249637	0.00456242	6.0033	3.78088	40.619	-14.525	-770.017	20.0059	20.2794	19902.885393857956
162	10660.7	84.3175	10742.2	10527.5	11063.6	101.876	11223.2	10944.1	1000.0	1000.0	814999	772.064	143.261	931.469	26.6082	772.065	143.26	929.57	18.3647	0.257839	0.00191947	0.262345	0.253517	-0.0027041	5.99794	3.78564	42.9738	-15.454	-771.47	20.3581	20.5173	20024.14036488533
